mouse,group,cable,differential_file,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,estrous_phase,delta_abs,delta_rel,theta_abs,theta_rel,beta_abs,beta_rel,low_gamma_abs,low_gamma_rel,high_gamma_abs,high_gamma_rel,fast_gamma_abs,fast_gamma_rel,total_power
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-08_11-08-40_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,38.43,interpolated,A,4253982.692032957,0.0765522003032278,15369856.892940527,0.6749811627466793,580050.5856641297,0.061618642397249936,185440.28443848202,0.0406378652785047,60209.41343911746,0.017513761586454298,27294.16303717502,0.008104096652429798,970647.2958476264
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-13_12-37-21_DIFF_Ch2_minus_Ch3.npy,2026-03-13,diet,18.0,,36.83,interpolated,B,6237660.445920825,0.11143900833829185,13118790.666799586,0.5522268117437519,931800.132238206,0.09887473556148335,315547.5092780343,0.06769277714465557,68647.29056739999,0.019485465658141844,30667.261204811406,0.008866051468148863,1001166.6187766249
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-19_12-55-20_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,35.7,measured,B,2077138.8885335953,0.12935170013114186,4085416.132234458,0.6132341440555434,169639.63374712554,0.06269096518053223,55626.305916660225,0.04211436835015874,17934.27372549398,0.01802594743264292,9147.148095401906,0.009377219805280173,283790.3135852225
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-26_11-06-11_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,36.5,measured,D,15824293.422061678,0.38793225390002656,6785140.853581285,0.3909652914185205,363808.0251263423,0.05311100952043662,86868.83492392355,0.02574408225402201,30037.95460579263,0.011860528869753324,13213.826679799999,0.005318340012338312,764631.1399365979
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-31_10-10-35_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,35.6,interpolated,D,1491428.9851112843,0.09862177301705034,3746125.0138028003,0.6019907288084521,194264.76301182806,0.07736153157820727,58126.277920126355,0.047192079876302875,21133.41562788797,0.022813591558750082,9934.983759852568,0.010919784327937856,263828.8927068336
1,HF,Cable1,Mouse1_Cable1_HF_2026-04-02_11-07-38_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,35.6,measured,A,1957598.7502276502,0.11742374593453038,4194716.541124123,0.6057433939218008,202238.70938414545,0.07217878827073151,55984.53452626551,0.04072005126858647,21271.44491556579,0.020594597941369953,11221.223779516211,0.011067075467247058,294904.05608139146
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-05_10-11-36_DIFF_Ch2_minus_Ch3.npy,2026-03-05,diet,10.0,,39.9,measured,C,2993360.2418119563,0.23615260635712146,2279851.2558191866,0.42341764609627425,146506.36792407633,0.06996952499986311,67964.61904219635,0.06559263340159581,27801.21291788424,0.035711506017779185,13375.242866888555,0.017467886928106007,228410.24574895797
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-10_11-57-39_DIFF_Ch2_minus_Ch3.npy,2026-03-10,diet,15.0,,40.0,interpolated,C,2781128.852395424,0.23178119368391828,2150299.468305594,0.41750489143242037,145382.30824859542,0.07277432030863427,64351.1655911196,0.06510747359959769,26161.55863082302,0.035226440612127236,12889.023780079453,0.017643367140878212,217363.62958350682
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-16_10-06-17_DIFF_Ch2_minus_Ch3.npy,2026-03-16,diet,21.0,,39.2,measured,D,3394116.5051646284,0.23861584125822857,2383302.3765126886,0.39744849553372213,223989.59806794702,0.09613235255742612,86567.88017530004,0.07448861391193416,31690.516531814475,0.03628402182035488,15020.696645971273,0.01749812068921347,256813.75293642734
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-23_10-13-09_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,38.8,measured,A,10029444.874208344,0.4987393000773085,1848937.7205661691,0.20655174023761247,294728.01256171224,0.08840277997814448,78546.26813398158,0.04695757750114954,22206.328999723268,0.017753367077058095,12790.696304217208,0.0104002226038038,389319.78442686447
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-29_11-58-50_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,38.45,interpolated,B,3502347.363959884,0.2546330981278487,1895450.0960297964,0.30746359030365716,263619.3800134223,0.11317620698915248,81726.00324478657,0.07082208295180081,31934.523110137598,0.036896087435913515,18831.760863307878,0.022123101084838462,251244.4515911327
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-31_10-34-19_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,38.17,interpolated,D,956182.4351899344,0.25437944190492406,451817.23344123457,0.2812358471838622,56605.52321548511,0.0928782801886467,31010.636582224983,0.10178523916191633,18966.197004535137,0.08303108469188698,13283.299737128682,0.059116018372192575,67757.78502805512
4,HF,Cable1,Mouse4_Cable1_HF_2026-04-02_11-35-16_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,37.9,measured,B,1406843.028503666,0.33199793637401837,505901.79047571437,0.2687186143991491,67455.37097566845,0.09648848106947501,27573.72540700072,0.07853370184539796,14475.374809221814,0.05505906882718462,9038.393880847558,0.03492177991026335,78291.52998744891
9,HF,Cable1,Mouse9_Cable1_HF_2026-02-19_10-00-27_DIFF_Ch3_minus_Ch4.npy,2026-02-19,baseline,,,32.8,baseline,D,1026770.7877056571,0.19760683696360487,923356.5575120408,0.41844239558479834,73349.34637672617,0.08688653201477083,26442.546713818065,0.06294731221506346,12420.245388963365,0.03942681688580558,6638.61246783551,0.021423099098551498,91839.36199607293
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-03_12-57-35_DIFF_Ch3_minus_Ch4.npy,2026-03-03,diet,8.0,,36.33,interpolated,D,2017255.0905072694,0.35970370794071205,703632.1222189979,0.27836595032240175,84261.5210508687,0.0900851980162945,28774.701299399956,0.06148140863500802,13225.61228688962,0.037691293373685986,7338.545374027817,0.02126080255185203,104142.73012643361
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-08_11-46-38_DIFF_Ch3_minus_Ch4.npy,2026-03-08,diet,13.0,,34.8,interpolated,B,10842591.936788624,0.3155572038756047,5504599.571483372,0.355663241793511,506738.9991531055,0.08653498401096925,119677.11504507274,0.040979842850041893,35786.137864637436,0.0163831397180571,15644.423417285996,0.007283123303948024,636398.5605709489
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-13_13-13-55_DIFF_Ch3_minus_Ch4.npy,2026-03-13,diet,18.0,,35.65,interpolated,A,3759786.7961926656,0.2962576006119084,1611133.3828615418,0.28408154392063134,238271.66316778437,0.11238186944861098,89583.97819182526,0.08498263963048729,22170.913724928854,0.02799062968147846,10946.199197280726,0.0140457648911828,233079.97323750315
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-19_13-32-07_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,35.0,measured,A,1299790.9889324508,0.24681863662092476,655681.670710426,0.2855696496079491,146080.1724742768,0.1702238631244401,38204.055279311106,0.08819180338861073,11706.688999217049,0.03594483900587752,6042.156798544995,0.018857875662256558,95377.82447457277
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-29_13-02-32_DIFF_Ch3_minus_Ch4.npy,2026-03-29,diet,34.0,,33.95,interpolated,A,1670408.8706856011,0.20067083191983046,1001501.6308373759,0.2735956540054019,309596.69462510326,0.2289940283590734,66026.30373014678,0.09576288786977723,17758.530508461838,0.03439395111214485,8219.503454132868,0.016171397111631,149500.60751093173
9,HF,Cable1,Mouse9_Cable1_HF_2026-04-02_11-58-35_DIFF_Ch3_minus_Ch4.npy,2026-04-02,recovery,,3.0,34.0,measured,D,2696829.7437375756,0.3779771945317518,926947.4978107156,0.2914410534436702,114058.15156073874,0.0976314165687794,29127.473146166234,0.04941667982767058,11356.958792045994,0.02571699555057501,6668.992097789947,0.015372752922948528,132084.97092417168
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-05_10-50-49_DIFF_Ch3_minus_Ch4.npy,2026-03-05,diet,10.0,,37.4,measured,B,1416447.5354925506,0.25614688992856455,823083.2052483221,0.34433953858630106,101088.48264269633,0.11296485218597115,32377.152141985764,0.07212392323697966,10873.41869607453,0.032145227272408886,5298.18152578558,0.015927263798101735,99412.81972618593
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-10_12-49-22_DIFF_Ch3_minus_Ch4.npy,2026-03-10,diet,15.0,,39.13,interpolated,D,1404960.9431764851,0.24525341520514404,814891.3232569705,0.33300260901997336,117306.6859580121,0.1275498588120208,36901.39121778694,0.07988904292682103,11741.44274039555,0.03374208797765886,5903.531166937229,0.017243366471438613,102643.99445359294
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-16_10-44-00_DIFF_Ch3_minus_Ch4.npy,2026-03-16,diet,21.0,,37.6,measured,D,1261723.0791069577,0.22439473885217484,733408.3991995509,0.3022669503591969,163985.21622366662,0.1821816224715231,33614.96286061698,0.07344396311674448,11311.027501725728,0.03296615150267702,5422.77189420515,0.016065649075183156,100493.15479050418
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-23_10-51-51_DIFF_Ch3_minus_Ch4.npy,2026-03-23,diet,28.0,,36.5,measured,A,2690126.6099383957,0.20960342282860633,2093810.41886063,0.3737474537065469,256113.80782061073,0.12051202888458287,69546.94570304405,0.06534485957253972,27132.43261540106,0.03400310670426792,14377.96990502599,0.018319159839276428,230940.54994514128
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-29_12-39-17_DIFF_Ch3_minus_Ch4.npy,2026-03-29,diet,34.0,,35.4,interpolated,B,1867262.9847017564,0.16207959945535502,1293768.0834154922,0.2525884332866146,500683.669715767,0.26705710597445914,88362.48437020375,0.09240158763823741,28653.896148143922,0.03992122706679202,15355.240906196032,0.021694269008806583,206620.9732474663
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-31_11-21-55_DIFF_Ch3_minus_Ch4.npy,2026-03-31,recovery,,1.0,34.87,interpolated,D,1627780.7824571026,0.1743694608844016,1301907.848522711,0.31711913167674954,374625.5338268983,0.2472769741576085,47666.66849942534,0.061422852101099934,12707.04998449149,0.021877795303515413,5714.856710480988,0.01000508158779785,167280.2749682314
10,HF,Cable1,Mouse10_Cable1_HF_2026-04-02_12-22-42_DIFF_Ch3_minus_Ch4.npy,2026-04-02,recovery,,3.0,34.6,measured,A,1984197.2604136877,0.17752291804956474,1551355.3990361984,0.3165514916564091,361689.9293442653,0.19797027053941574,70119.83981302295,0.07541181059647858,28770.17173033277,0.041369693705371566,19263.067443815893,0.028164052051522358,200321.59267413104
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-03_13-37-05_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,31.33,interpolated,D,694386.0416685382,0.3141248063148255,220425.14874085534,0.2425646969526246,38554.15622383009,0.11224154831384292,16407.240265814562,0.09576142124311195,8143.110043924343,0.0633312629194279,4786.504578765159,0.037856432363508975,39310.68183286684
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-08_12-26-39_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,29.8,interpolated,B,719342.009180647,0.2300854542252671,323899.92538391997,0.25124501920136266,81273.94559296184,0.16689647823373954,22724.045029187713,0.09317683775297939,9644.568104410622,0.05282434148870287,5068.109950348768,0.028231198341097424,54345.63764127302
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-13_13-50-04_DIFF_Ch2_minus_Ch3.npy,2026-03-13,diet,18.0,,29.73,interpolated,B,1530513.9288270478,0.29347018035108463,711829.7182333928,0.3118207493767389,86204.34685456198,0.10059900609314047,32748.416865493393,0.0775125522087652,10419.462711260652,0.03286395258212086,5349.201217451119,0.017151537953711857,93504.65349519295
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-19_14-09-18_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,27.4,measured,D,320178.2074945661,0.419761338601768,56703.91452077091,0.18620620897256412,10949.792720223784,0.09600322695912182,4993.912909562991,0.08776772619306442,2543.992143868864,0.059591294678482065,1767.4740198299073,0.042082937405278166,13754.723763358214
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-26_11-43-11_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,26.8,measured,A,321247.08771806344,0.36002884777997035,67153.38210628435,0.18545437204610987,15694.94789960889,0.11640406395225436,6844.371784914215,0.10150736333132519,3341.2244628640424,0.06610045821761228,2425.2591664576044,0.04878078999100852,15867.833201146655
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-29_13-48-59_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,26.65,interpolated,D,755422.9782292558,0.20856213648390826,287159.19764995377,0.1802138424068436,95236.97479558988,0.16207867028212158,53905.95794579195,0.183952035296319,20044.658767023087,0.09018637511912324,5497.870773353678,0.025340115734595523,64432.21228713761
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-31_11-46-25_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,26.87,interpolated,A,1076317.4447942304,0.22383102722552536,387349.2836572474,0.18476995199199125,112856.29056250947,0.1440358236643591,54772.090220396036,0.14031736548195337,27866.998156034155,0.09510303338663041,20526.780410515847,0.07118073173521111,86063.37389767052
14,HF,Cable1,Mouse14_Cable1_HF_2026-04-02_12-46-08_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,27.4,measured,D,299349.55028927734,0.4253332371833421,53233.1998666133,0.1906754361242022,10180.35569462397,0.09738087295705079,4526.044201311808,0.08674162494833541,2155.5617511790433,0.05506590379012908,1260.2075244884204,0.03272279792654652,12683.446930071848
17,HF,Cable1,Mouse17_Cable1_HF_2026-02-19_10-59-12_DIFF_Ch2_minus_Ch3.npy,2026-02-19,baseline,,,31.6,baseline,D,7187449.547560433,0.33555396087592915,3533371.3606891828,0.3653131148957827,270716.9181292009,0.07405358254014492,58360.945990240565,0.03203716139607731,21321.553633273088,0.015712697581920784,9959.12230153114,0.007463160313504469,398153.1279111239
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-05_11-29-30_DIFF_Ch2_minus_Ch3.npy,2026-03-05,diet,10.0,,37.2,measured,B,872415.4865794074,0.2395664465123359,367950.45921838225,0.2434166149136825,72786.61286007418,0.12694842276690838,38163.063422761385,0.1330361818542294,18124.014672389887,0.08409069276479254,9282.675227703856,0.04382099990746966,64109.588201459446
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-10_13-26-40_DIFF_Ch2_minus_Ch3.npy,2026-03-10,diet,15.0,,36.73,interpolated,B,809430.9425922137,0.2715339424014391,262473.0478989597,0.2107070929664928,61612.36555790286,0.1326306632380986,28954.139028915775,0.1241939233093776,13854.038399653222,0.07917163824702908,7180.660476958335,0.04172134882886448,52740.82700903975
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-16_11-21-18_DIFF_Ch2_minus_Ch3.npy,2026-03-16,diet,21.0,,37.0,measured,B,859114.5915577598,0.3001096786975579,273113.404761674,0.22813385261408742,59475.30522796083,0.1319669399671453,24976.65045085125,0.11079479573067628,10958.219134045248,0.06475659011349912,5880.101533832305,0.035327553226783666,51177.5779753206
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-23_11-29-16_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,37.0,measured,B,6450300.191780861,0.21047555650776736,4787538.896766188,0.35155554463656724,648447.440267238,0.1260112184132413,133765.8325767836,0.0523980417377556,42951.1373853736,0.0225098160166767,18528.39838107863,0.009858397930238719,547713.0484613756
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-29_13-25-51_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,36.38,interpolated,A,1520539.0345156703,0.14497541595020055,782819.3800270299,0.17047322674531903,526191.8024826575,0.31054311389262884,101716.51645704344,0.11789013428821621,37238.85262761767,0.057844576274878226,16779.716112640206,0.026456923134883653,185686.37852501663
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-31_12-09-43_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,35.77,interpolated,C,14423007.599182114,0.2255263109529149,8919058.302052982,0.3055033857016195,1633620.8030200268,0.14980929577789442,336919.8517270214,0.061919075485594756,99045.09792580367,0.02436287656958855,42058.881692429066,0.010502911304075484,1165518.5203557583
17,HF,Cable1,Mouse17_Cable1_HF_2026-04-02_13-13-00_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,35.1,measured,D,13158157.184381966,0.2960483276738141,5866128.769160032,0.2875317678316059,1077634.5491875971,0.1412647238813152,212330.8931402352,0.055740980171370046,55740.72643656684,0.019579237314965654,22901.43164953612,0.008180163946835397,825058.5904389977
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-03_14-13-44_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,33.03,interpolated,A,1766962.4271603688,0.08301082783650084,5589683.218774702,0.629680249985346,274045.88739363797,0.07740619050835082,59044.04266933376,0.03376443986720005,23519.392937353055,0.017913594520765047,6151.958537969934,0.004773730712985993,372123.5342684472
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-08_13-00-59_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,33.03,interpolated,B,4389792.244320521,0.0600754350721177,16624463.658396635,0.5290326542392088,1499147.0060502773,0.12401004036892377,406533.4738879587,0.06725148479556521,128085.55542027515,0.028122516434342135,18202.970023408845,0.00405718793624898,1286944.3954802994
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-19_14-50-19_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,33.3,measured,A,4474770.343674557,0.44170785952626085,939924.1736592982,0.20122622368273893,214391.40831907236,0.12435964712199933,44653.36583740715,0.051474371374123286,12285.072221158578,0.018906858378540933,5530.928517091192,0.008648854021666113,194365.39434097518
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-26_12-24-10_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,33.2,measured,C,1665884.147104533,0.1226848390110591,2132179.628550305,0.3655556933636557,349921.78097708814,0.15843750293691758,83724.60360357093,0.07585041956399022,18124.4045597984,0.021891164414257747,9084.6998186511,0.011183734258228713,235154.78088825246
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-31_12-34-40_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,32.43,interpolated,D,1719163.5477182597,0.11090015237496281,857986.0915200545,0.12366644850815155,813793.3115293351,0.32055843909956916,305507.1828353072,0.24011628801117613,43617.08439361287,0.04509392496723716,18304.534651580314,0.019230404971503263,275775.4504944732
21,HF,Cable1,Mouse21_Cable1_HF_2026-04-02_13-36-07_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,31.5,measured,A,19901546.91885062,0.32876295278888157,5774442.502692678,0.2114965430613883,1904327.9902347308,0.19106711691299819,460257.1793119154,0.09118317289339102,100450.59772619432,0.026502079504671094,42227.30687471981,0.011335416873779406,1124152.2610958153
22,HF,Cable1,Mouse22_Cable1_HF_2026-02-19_12-28-09_DIFF_Ch1_minus_Ch4.npy,2026-02-19,baseline,,,31.0,baseline,B,2069512.246208293,0.09898411339087378,5162456.0622657575,0.5797551223706783,305576.8925618239,0.08717483750834452,67790.93449536359,0.038936938512240046,26763.911504958865,0.020510562297818207,7370.417832059366,0.0057480289029719885,370355.5056184041
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-05_12-08-47_DIFF_Ch1_minus_Ch4.npy,2026-03-05,diet,10.0,,32.0,measured,D,5835475.724792024,0.14305964606101,6458003.579518899,0.3615344219495564,1473764.7112733647,0.2184219272970261,231447.89482250783,0.06768107515505876,64681.624237916134,0.025240054114813646,18505.019462883258,0.007333842414440792,734456.8462873363
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-10_14-11-08_DIFF_Ch1_minus_Ch4.npy,2026-03-10,diet,15.0,,29.77,interpolated,D,4498990.432640616,0.16078145844354683,5670576.729088252,0.4579000679890277,420557.5729449583,0.08961829722034274,125287.16133367512,0.05366870749586467,47301.71310112811,0.026906781316472637,16460.678692231082,0.009543335703535454,502777.8573829442
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-27_10-00-03_DIFF_Ch1_minus_Ch4.npy,2026-03-27,diet,32.0,,29.38,interpolated,B,3864341.1292663156,0.07644329757950641,13668309.732942883,0.6256620132226178,602767.4104305271,0.07038997008273709,105756.13454811796,0.024881385958694994,48080.841569430224,0.015102437396291794,7212.431693377318,0.002303706086455312,899457.8471284432
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-29_14-23-37_DIFF_Ch1_minus_Ch4.npy,2026-03-29,diet,34.0,,29.72,interpolated,D,3165527.870758621,0.061830639549503796,13643832.471615538,0.612017258632584,680924.601386055,0.07930900201226314,96009.75108494463,0.02234810869339731,40431.00004213703,0.012594619288815135,6482.5824760641835,0.00205043810439781,906698.6250958969
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-31_12-58-34_DIFF_Ch1_minus_Ch4.npy,2026-03-31,recovery,,1.0,29.9,interpolated,D,2947017.437743953,0.07434073251694605,10843862.021178136,0.6363231205503954,484393.03939391376,0.07246023204181432,74905.92786925918,0.02260169481409618,29716.73912207072,0.011966346216416287,5666.150258488019,0.0023205533044553606,702386.2499615799
22,HF,Cable1,Mouse22_Cable1_HF_2026-04-02_13-59-00_DIFF_Ch1_minus_Ch4.npy,2026-04-02,recovery,,3.0,29.9,measured,D,3537977.2066261456,0.060695970390644574,15558384.781254094,0.610704333948626,757635.710120478,0.07773534312924477,116011.95876647404,0.02375007632316469,53813.3411233521,0.014735394807582234,7884.685879144637,0.002190435430315697,1031632.1788196259
23,HF,Cable1,Mouse23_Cable1_HF_2026-03-29_15-33-15_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,27.2,interpolated,C,507871.1136742014,0.2182236294844088,241027.20957012085,0.2524430917620051,78851.44769991047,0.218994330946827,15534.081239755938,0.08500061004734556,6556.192712887506,0.04794910075801892,3615.681392628762,0.026876521873105286,40628.09743273332
23,HF,Cable1,Mouse23_Cable1_HF_2026-04-02_14-21-56_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,26.9,measured,B,775343.5075349075,0.17784647839116483,350284.3326820114,0.19183959397868097,205105.2838442932,0.29825665341147045,35411.575678280875,0.10139435959014531,11567.414301443925,0.04425160463601999,6078.312919834052,0.02365379830194767,76449.25541320177
25,HF,Cable1,Mouse25_Cable1_HF_2026-02-21_13-15-00_DIFF_Ch2_minus_Ch3.npy,2026-02-21,baseline,,,32.2,baseline,B,5098013.128943818,0.2804715452715334,2784109.099416678,0.3400799177428391,301453.6186846409,0.09777593258216495,74688.5766753057,0.04873396091224477,29867.736500673713,0.02609457452920028,14539.522505879862,0.012901259116404565,333484.79826786066
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-23_12-06-54_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,33.1,measured,B,1239409.490963561,0.2830674075610812,571285.6479550323,0.29771985488747926,77435.43760106573,0.10687812521570782,24167.587860092935,0.06726906022996323,10554.18793590137,0.03927212035624701,5046.925154190529,0.019085665296159668,79295.38122416325
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-29_15-09-30_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,32.1,interpolated,D,754092.4919363216,0.3347656849360279,184520.76044731666,0.189385229909734,47648.140350266534,0.13231445674779463,18082.021351615884,0.10015677599997659,8062.355497962558,0.059589765630673246,4325.08075137918,0.03250229583063253,41064.9754738044
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-31_13-36-44_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,31.47,interpolated,A,9913218.946694974,0.1845511053078613,6765166.625360467,0.2763595358028042,1762749.4757117024,0.19205903937100116,400643.97798515926,0.08749600839216651,79809.55162991855,0.023261773412836365,26542.488565010266,0.007885156752295465,977882.3175863636
25,HF,Cable1,Mouse25_Cable1_HF_2026-04-02_14-33-12_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,30.4,measured,B,4146176.366150336,0.146989098489552,3873831.941766724,0.30620566456015214,1002202.8819887881,0.21003847358696162,250022.9834031404,0.10483567016900228,50244.693346514585,0.028111587637593312,16151.501453193663,0.009204325933748016,506229.8929580578
