mouse,group,cable,differential_file,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,estrous_phase,theta_delta,log_theta_delta,low_gamma_theta,log_low_gamma_theta,high_gamma_theta,log_high_gamma_theta,fast_gamma_theta,log_fast_gamma_theta,beta_theta,log_beta_theta
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-10_11-57-39_DIFF_Ch2_minus_Ch3.npy,2026-03-10,diet,15.0,,40.0,interpolated,C,0.7731750603549029,-0.11172216308234903,0.02992660628885679,-1.5239425298550568,0.01216647216652012,-1.914835333086385,0.0059940598833128226,-2.2222789225744903,0.0676102609852546,-1.1699873876219775
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-16_10-06-17_DIFF_Ch2_minus_Ch3.npy,2026-03-16,diet,21.0,,39.2,measured,D,0.702186378365668,-0.15354759961860906,0.036322659276649766,-1.4398223631548936,0.01329689293482973,-1.8762498281231426,0.006302472063133656,-2.2004890707374005,0.09398287027082756,-1.0269512956000764
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-23_10-13-09_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,38.8,measured,A,0.18435095299450574,-0.7343546129849851,0.04248183552117141,-1.3717967268725748,0.01201031746646577,-1.9204455128209026,0.006917862165903851,-2.160028095282587,0.15940396979486288,-0.7975008671398119
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-29_11-58-50_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,38.45,interpolated,B,0.5411942046452898,-0.2666468626731716,0.04311693745774135,-1.3653520941209034,0.016847989391558,-1.7734519196147422,0.009935244880755673,-2.0028214240699933,0.1390800953111868,-0.8567350203679256
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-31_10-34-19_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,38.17,interpolated,D,0.47252199665379374,-0.32557796958222046,0.068635355818623,-1.1634521105116413,0.04197758651231697,-1.3769825346558155,0.029399719076577385,-1.5316568193863178,0.12528411717355947,-0.9021039829651127
4,HF,Cable1,Mouse4_Cable1_HF_2026-04-02_11-35-16_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,37.9,measured,B,0.35960073741403636,-0.44417942635338475,0.054504107172801915,-1.2635707701036154,0.02861301359619659,-1.5434363987737667,0.01786590609285745,-1.7479749530887903,0.13333688918601805,-0.8750496813921432
9,HF,Cable1,Mouse9_Cable1_HF_2026-02-19_10-00-27_DIFF_Ch3_minus_Ch4.npy,2026-02-19,baseline,,,32.8,baseline,D,0.8992820681773603,-0.04610406639891242,0.02863741693140382,-1.5430661575593427,0.013451190970505887,-1.8712392614593245,0.0071896521596414185,-2.143292120577142,0.07943772725713238,-1.0999731896612885
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-03_12-57-35_DIFF_Ch3_minus_Ch4.npy,2026-03-03,diet,8.0,,36.33,interpolated,D,0.3488067153877197,-0.45741516242136304,0.0408945248387113,-1.388334833594274,0.01879620311417973,-1.725929870581899,0.010429520117536326,-1.9817356738458127,0.11975223755438955,-0.9217163631038318
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-08_11-46-38_DIFF_Ch3_minus_Ch4.npy,2026-03-08,diet,13.0,,34.8,interpolated,B,0.5076829971629212,-0.29440738133041877,0.0217412935293352,-1.6627146205100558,0.006501133715525439,-2.1870109012859116,0.0028420638439046637,-2.5463661703409675,0.09205737721200857,-1.0359414026614462
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-13_13-13-55_DIFF_Ch3_minus_Ch4.npy,2026-03-13,diet,18.0,,35.65,interpolated,A,0.4285172192457961,-0.36803172199473905,0.05560307988449393,-1.2549011519468025,0.013761066563930906,-1.8613479044087307,0.006794098684640951,-2.167868149269972,0.14789071203067553,-0.8300591001105285
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-19_13-32-07_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,35.0,measured,A,0.5044516205247376,-0.2971804784788835,0.058266163270840415,-1.234583578531815,0.017854226406135373,-1.7482589623194207,0.009215076566039072,-2.035501051972837,0.2227913010226442,-0.6521017703727164
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-29_13-02-32_DIFF_Ch3_minus_Ch4.npy,2026-03-29,diet,34.0,,33.95,interpolated,A,0.5995547847074834,-0.22217112681186635,0.06592730525554995,-1.1809346754554848,0.017731903735007968,-1.75124463511398,0.008207179300607203,-2.0858060785282944,0.3091324917426676,-0.5098553454933241
9,HF,Cable1,Mouse9_Cable1_HF_2026-04-02_11-58-35_DIFF_Ch3_minus_Ch4.npy,2026-04-02,recovery,,3.0,34.0,measured,D,0.3437174704718458,-0.46379839298150843,0.03142300207396872,-1.5027523259199544,0.012251997895100966,-1.911793086477456,0.007194573709450552,-2.1429949336409275,0.12304704617049371,-0.9099288073756653
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-05_10-50-49_DIFF_Ch3_minus_Ch4.npy,2026-03-05,diet,10.0,,37.4,measured,B,0.5810897930378381,-0.23575675296645035,0.039336426664443556,-1.405205094096364,0.01321059478159811,-1.879077628672305,0.006436993844610317,-2.1913169061658966,0.12281684524494482,-0.9107420623870751
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-10_12-49-22_DIFF_Ch3_minus_Ch4.npy,2026-03-10,diet,15.0,,39.13,interpolated,D,0.5800099477602398,-0.23656455778131988,0.045283819037732397,-1.3440569537925668,0.014408599533821476,-1.841378229060449,0.007244562555092503,-2.1399878331941977,0.14395377961463485,-0.8417769279082994
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-16_10-44-00_DIFF_Ch3_minus_Ch4.npy,2026-03-16,diet,21.0,,37.6,measured,D,0.581275250761565,-0.23561816781688127,0.045833894044988686,-1.3388132435536355,0.015422549720006881,-1.8118438209808985,0.007393932084938782,-2.1311245428448413,0.22359331636049123,-0.6505411824991226
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-23_10-51-51_DIFF_Ch3_minus_Ch4.npy,2026-03-23,diet,28.0,,36.5,measured,A,0.7783315518032731,-0.10883536387692332,0.033215493187243185,-1.4786592947230157,0.01295839984890584,-1.8874486234419163,0.006866891947576573,-2.163239786294516,0.12231948294534607,-0.9125043633908446
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-29_12-39-17_DIFF_Ch3_minus_Ch4.npy,2026-03-29,diet,34.0,,35.4,interpolated,B,0.6928687035597912,-0.15934905503006241,0.06829855018291267,-1.165588515267863,0.022147629482788648,-1.6546727505983527,0.01186861934764912,-1.92559979870099,0.38699646106123103,-0.4122930064245163
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-31_11-21-55_DIFF_Ch3_minus_Ch4.npy,2026-03-31,recovery,,1.0,34.87,interpolated,D,0.7998053930563717,-0.0970156717619793,0.03661293581839392,-1.436365445698953,0.009760329810524083,-2.010535506875251,0.004389601550498138,-2.3575748994101486,0.28775119087882445,-0.5409828703357662
10,HF,Cable1,Mouse10_Cable1_HF_2026-04-02_12-22-42_DIFF_Ch3_minus_Ch4.npy,2026-04-02,recovery,,3.0,34.6,measured,A,0.7818554283825362,-0.10687354420388073,0.04519908194897565,-1.3448703861740836,0.018545184261586127,-1.7317688472427568,0.012416927453105424,-1.9059858562725094,0.23314446810122963,-0.6323748847413885
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-03_13-37-05_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,31.33,interpolated,D,0.31743891079837433,-0.49833983968174717,0.07443452055964753,-1.1282256046210182,0.03694274492017178,-1.4324708387443177,0.021714875122495446,-1.6632426638272912,0.17490815564405765,-0.7571899397001
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-08_12-26-39_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,29.8,interpolated,B,0.4502725007717151,-0.3465245756392879,0.07015761118886583,-1.1539252067736552,0.029776382606383357,-1.5261280637870092,0.01564714763160725,-1.8055648198271772,0.25092301425086,-0.6004595040748723
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-13_13-50-04_DIFF_Ch2_minus_Ch3.npy,2026-03-13,diet,18.0,,29.73,interpolated,B,0.46509195690817623,-0.3324611709176388,0.04600597028565746,-1.3371858054082362,0.014637577561554331,-1.8345307906751187,0.007514720277100369,-2.1240871806622663,0.12110248370706199,-0.9168469497618988
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-19_14-09-18_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,27.4,measured,D,0.1771011055514553,-0.7517787277235454,0.08806998514597608,-1.0551720769055764,0.04486448890467672,-1.3480972753585134,0.03117022933544514,-1.5062600023830277,0.1931047056056919,-0.7142071431357467
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-26_11-43-11_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,26.8,measured,A,0.2090396603539649,-0.6797713089184971,0.10192147543784999,-0.9917342980201198,0.04975511817968977,-1.303162237875722,0.036115219969399634,-1.4423097356090193,0.23371790678790136,-0.6313080119498874
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-29_13-48-59_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,26.65,interpolated,D,0.3801303454166398,-0.4200674597287647,0.18772150913829744,-0.7264859630478633,0.06980329702500934,-1.1561240638245227,0.019145724108254287,-1.717928203603461,0.33165218309212396,-0.47931713962373096
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-31_11-46-25_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,26.87,interpolated,A,0.35988386654022925,-0.4438376221706602,0.14140232738590022,-0.8495434422892227,0.07194281577836283,-1.1430125682818424,0.05299294790662197,-1.2757819207580028,0.2913553614891213,-0.5355769856613
14,HF,Cable1,Mouse14_Cable1_HF_2026-04-02_12-46-08_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,27.4,measured,D,0.17782956351586712,-0.74999603749119,0.08502295959387637,-1.0704637815975706,0.04049280818324364,-1.3926221037898252,0.02367333783515041,-1.6257405041668735,0.191240724212201,-0.7184196203372235
17,HF,Cable1,Mouse17_Cable1_HF_2026-02-19_10-59-12_DIFF_Ch2_minus_Ch3.npy,2026-02-19,baseline,,,31.6,baseline,D,0.49160294445315184,-0.30838552457336527,0.016517071100858552,-1.7820669617074043,0.00603433702737499,-2.2193704374421612,0.0028185891843501604,-2.549968218903624,0.07661717110776538,-1.1156738872650795
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-05_11-29-30_DIFF_Ch2_minus_Ch3.npy,2026-03-05,diet,10.0,,37.2,measured,B,0.4217605772463455,-0.37493401702071116,0.10371793937648337,-0.9841461201933959,0.0492566708868628,-1.307534944188414,0.02522805718852085,-1.5981161931920014,0.19781633922863132,-0.7037378394134302
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-10_13-26-40_DIFF_Ch2_minus_Ch3.npy,2026-03-10,diet,15.0,,36.73,interpolated,B,0.32426861154873343,-0.48909508799345996,0.11031280834618042,-0.9573740589911655,0.052782708588755375,-1.2775083273602352,0.02735770599853195,-1.562920321935388,0.23473787518793487,-0.6294168309040926
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-16_11-21-18_DIFF_Ch2_minus_Ch3.npy,2026-03-16,diet,21.0,,37.0,measured,B,0.31790101977718777,-0.4977080789336226,0.09145157291948573,-1.038808820484136,0.04012332951437401,-1.396603035528917,0.021529889896702206,-1.6669581911415357,0.2177677997162408,-0.6620063368823788
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-23_11-29-16_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,37.0,measured,B,0.7422195486136589,-0.129467611367946,0.02794041687413499,-1.5537671184514055,0.008971444057485478,-2.0471376466190545,0.0038701300982836723,-2.4122744354934853,0.13544484008375182,-0.8682375352291024
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-29_13-25-51_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,36.38,interpolated,A,0.5148301768368461,-0.28833600479480354,0.12993612454194897,-0.8862700905885504,0.04757017209555013,-1.3226652774215406,0.021434977902643162,-1.6688769598680715,0.6721752372360642,-0.1725174908695538
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-31_12-09-43_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,35.77,interpolated,C,0.6183910145453126,-0.2087368295065154,0.03777527181871537,-1.4227924019341802,0.011104882889150479,-1.9544860171122567,0.004715619101037604,-2.326461281820853,0.18316068218143625,-0.7371677476127739
17,HF,Cable1,Mouse17_Cable1_HF_2026-04-02_13-13-00_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,35.1,measured,D,0.44581689418658227,-0.35084347799802257,0.0361960845892987,-1.441338405522881,0.009502131410686425,-2.0221789677558637,0.003904011069435723,-2.4084889596047216,0.1837045505807918,-0.7358800855687176
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-03_14-13-44_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,33.03,interpolated,A,3.1634420363752223,0.5001598813072539,0.010563039148804684,-1.9762111106221252,0.004207643262923345,-2.3759610881298343,0.001100591625175941,-2.9583737962256746,0.0490270873442647,-1.3095639070370682
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-08_13-00-59_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,33.03,interpolated,B,3.7870729941502894,0.5783036760347869,0.024453930198381345,-1.6116513317837062,0.007704642871626243,-2.1132474870528424,0.0010949508145013114,-2.96060538901604,0.09017716522199455,-1.0449034211451684
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-19_14-50-19_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,33.3,measured,A,0.21004970120711458,-0.677677931903631,0.04750741292626123,-1.3232386189691476,0.013070280098585534,-1.8837151053064767,0.005884441183758756,-2.2302947736588097,0.2280943658299659,-0.6418854421200022
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-26_12-24-10_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,33.2,measured,C,1.2799087092918426,0.10717899428482149,0.039267143575748495,-1.4059706896236344,0.0085004116525217,-2.070560042039862,0.0042607572537534735,-2.37051320796299,0.1641145878572174,-0.7848528135580493
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-31_12-34-40_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,32.43,interpolated,D,0.49907182633019814,-0.3018369462923393,0.3560747497597009,-0.44845882225058625,0.05083658677536193,-1.2938236161508347,0.02133430230687191,-1.6709215552527634,0.9484924284583389,-0.022966131609148434
21,HF,Cable1,Mouse21_Cable1_HF_2026-04-02_13-36-07_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,31.5,measured,A,0.2901504353524983,-0.5373767734673782,0.07970590738366398,-1.0985094897826446,0.017395722215495825,-1.759557536005583,0.007312793720784095,-2.1359166769775992,0.3297856008344917,-0.4817683105309257
22,HF,Cable1,Mouse22_Cable1_HF_2026-02-19_12-28-09_DIFF_Ch1_minus_Ch4.npy,2026-02-19,baseline,,,31.0,baseline,B,2.494527911938804,0.39698836773929486,0.01313152764453955,-1.8816847477108598,0.0051843369090510795,-2.285306783181563,0.0014276959925978632,-2.8453642595017365,0.05919215367185301,-1.2277358581902396
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-05_12-08-47_DIFF_Ch1_minus_Ch4.npy,2026-03-05,diet,10.0,,32.0,measured,D,1.1066798807991034,0.04402201463847493,0.035838923279096414,-1.4456450464700477,0.010015730626574647,-1.9993173643418503,0.002865439641682859,-2.542808735194419,0.2282074782286131,-0.6416701281026991
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-10_14-11-08_DIFF_Ch1_minus_Ch4.npy,2026-03-10,diet,15.0,,29.77,interpolated,D,1.2604109330723763,0.10051216168096067,0.022094253780394486,-1.6557206618785463,0.008341605335923838,-2.0787503616593472,0.0029028226719502873,-2.5371794936019145,0.0741648677087168,-1.1298017736092667
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-27_10-00-03_DIFF_Ch1_minus_Ch4.npy,2026-03-27,diet,32.0,,29.38,interpolated,B,3.537034975879046,0.5486393543457572,0.007737323532640485,-2.111409242937826,0.0035176874470109094,-2.453742751026557,0.0005276754649475177,-3.277633098518769,0.04409963062058493,-1.3555650481764592
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-29_14-23-37_DIFF_Ch1_minus_Ch4.npy,2026-03-29,diet,34.0,,29.72,interpolated,D,4.310128682691327,0.6344902365988954,0.007036860888220532,-2.15262103446008,0.0029633169511754987,-2.528221894660725,0.0004751291464147239,-3.3231883273184866,0.049907135902074594,-1.3018373529472549
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-31_12-58-34_DIFF_Ch1_minus_Ch4.npy,2026-03-31,recovery,,1.0,29.9,interpolated,D,3.679605652241915,0.5658012773060739,0.006907679913573909,-2.1606677948725697,0.0027404202547057247,-2.5621828312291317,0.0005225214270913803,-3.281895895692032,0.04466979001096573,-1.3499860891062496
22,HF,Cable1,Mouse22_Cable1_HF_2026-04-02_13-59-00_DIFF_Ch1_minus_Ch4.npy,2026-04-02,recovery,,3.0,29.9,measured,D,4.397536748432232,0.6432094773676235,0.007456555445669009,-2.127461748453939,0.0034587999898415185,-2.461074550971936,0.0005067804910343068,-3.295180112019115,0.04869629596983192,-1.3125040716609502
23,HF,Cable1,Mouse23_Cable1_HF_2026-03-29_15-33-15_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,27.2,interpolated,C,0.4745834190615918,-0.3236874391819921,0.06444949210282702,-1.190780500774639,0.027201048066650524,-1.5654143621130825,0.015001133685601043,-1.8238759186245932,0.32714749442830277,-0.4852564015466642
23,HF,Cable1,Mouse23_Cable1_HF_2026-04-02_14-21-56_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,26.9,measured,B,0.4517795393627397,-0.345073441727017,0.10109380401671447,-0.995275461261724,0.0330229280107279,-1.4811844222141781,0.01735251152483589,-1.7606376584846886,0.585539416718612,-0.23244386423432728
25,HF,Cable1,Mouse25_Cable1_HF_2026-02-21_13-15-00_DIFF_Ch2_minus_Ch3.npy,2026-02-21,baseline,,,32.2,baseline,B,0.5461165024487641,-0.26271469983480883,0.026826742059409357,-1.5714320664832284,0.010727933221773369,-1.9694839385033627,0.005222324983214975,-2.282136105698561,0.10827651069701291,-0.9654657481864407
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-23_12-06-54_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,33.1,measured,B,0.4609337366868915,-0.3363615038070284,0.042303859630647055,-1.3736200075700091,0.018474449644728556,-1.7334284904063488,0.008834328627467617,-2.053826449492251,0.13554591801536195,-0.8679135567267791
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-29_15-09-30_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,32.1,interpolated,D,0.24469247793929536,-0.6113793810350847,0.09799450916949025,-1.0087982580238137,0.04369348727166382,-1.359583291925794,0.023439534613310102,-1.6300510153876429,0.2582264469036305,-0.5879992804424895
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-31_13-36-44_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,31.47,interpolated,A,0.6824389395349676,-0.1659362005646201,0.05922159795492278,-1.2275198783779513,0.01179713021860213,-1.928223626745131,0.003923405000182978,-2.406336858766695,0.2605626104024863,-0.5840879035155024
25,HF,Cable1,Mouse25_Cable1_HF_2026-04-02_14-33-12_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,30.4,measured,B,0.9343143174981532,-0.029506995942246227,0.0645415152648861,-1.1901608427211794,0.01297028216551895,-1.8870505758361276,0.004169386203632651,-2.3799278750012607,0.25871098618999905,-0.5871851285297394
