mouse,group,cable,original_file,differential_base_name,differential_file,diff_npy_path,spike2_eeg_file,spike2_eeg_path,spike2_scale_factor,spike2_was_scaled,channel_1,channel_2,differential,duration_sec,duration_min,original_path,diff_eeg_path,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,is_recovery,estrous_phase
8,CTRL,Cable1,Mouse8_Cable1-2026-03-06_11-51-01.eeg,Mouse8_Cable1_CTRL_2026-03-06_11-51-01_DIFF_Ch3_minus_Ch4,Mouse8_Cable1_CTRL_2026-03-06_11-51-01_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-06_11-51-01_DIFF_Ch3_minus_Ch4.npy,Mouse8_Cable1_CTRL_2026-03-06_11-51-01_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-06_11-51-01_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1821.472,30.357866666666666,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse8_Cable1-2026-03-06_11-51-01.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-06_11-51-01_DIFF_Ch3_minus_Ch4.npy,2026-03-06,diet,11.0,,30.65,interpolated,False,C
8,CTRL,Cable1,Mouse8_Cable1-2026-03-11_11-51-53.eeg,Mouse8_Cable1_CTRL_2026-03-11_11-51-53_DIFF_Ch3_minus_Ch4,Mouse8_Cable1_CTRL_2026-03-11_11-51-53_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-11_11-51-53_DIFF_Ch3_minus_Ch4.npy,Mouse8_Cable1_CTRL_2026-03-11_11-51-53_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-11_11-51-53_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1804.3456,30.07242666666667,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse8_Cable1-2026-03-11_11-51-53.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-11_11-51-53_DIFF_Ch3_minus_Ch4.npy,2026-03-11,diet,16.0,,29.77,interpolated,False,C
8,CTRL,Cable1,Mouse8_Cable1-2026-03-17_11-09-26.eeg,Mouse8_Cable1_CTRL_2026-03-17_11-09-26_DIFF_Ch3_minus_Ch4,Mouse8_Cable1_CTRL_2026-03-17_11-09-26_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-17_11-09-26_DIFF_Ch3_minus_Ch4.npy,Mouse8_Cable1_CTRL_2026-03-17_11-09-26_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-17_11-09-26_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1815.748,30.26246666666667,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse8_Cable1-2026-03-17_11-09-26.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-17_11-09-26_DIFF_Ch3_minus_Ch4.npy,2026-03-17,diet,22.0,,29.2,interpolated,False,D
8,CTRL,Cable1,Mouse8_Cable1-2026-03-24_13-14-52.eeg,Mouse8_Cable1_CTRL_2026-03-24_13-14-52_DIFF_Ch3_minus_Ch4,Mouse8_Cable1_CTRL_2026-03-24_13-14-52_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-24_13-14-52_DIFF_Ch3_minus_Ch4.npy,Mouse8_Cable1_CTRL_2026-03-24_13-14-52_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-24_13-14-52_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1835.1856,30.586426666666668,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse8_Cable1-2026-03-24_13-14-52.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-24_13-14-52_DIFF_Ch3_minus_Ch4.npy,2026-03-24,diet,29.0,,29.57,interpolated,False,B
8,CTRL,Cable1,Mouse8_Cable1-2026-04-01_11-42-11.eeg,Mouse8_Cable1_CTRL_2026-04-01_11-42-11_DIFF_Ch3_minus_Ch4,Mouse8_Cable1_CTRL_2026-04-01_11-42-11_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-04-01_11-42-11_DIFF_Ch3_minus_Ch4.npy,Mouse8_Cable1_CTRL_2026-04-01_11-42-11_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse8_Cable1_CTRL_2026-04-01_11-42-11_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1233.9368,20.56561333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse8_Cable1-2026-04-01_11-42-11.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-04-01_11-42-11_DIFF_Ch3_minus_Ch4.npy,2026-04-01,recovery,,2.0,29.73,interpolated,False,A
8,CTRL,Cable1,Mouse8_Cable1_2026-03-30_11-14-35.eeg,Mouse8_Cable1_CTRL_2026-03-30_11-14-35_DIFF_Ch3_minus_Ch4,Mouse8_Cable1_CTRL_2026-03-30_11-14-35_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-30_11-14-35_DIFF_Ch3_minus_Ch4.npy,Mouse8_Cable1_CTRL_2026-03-30_11-14-35_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-30_11-14-35_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1226.4192,20.44032,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse8_Cable1_2026-03-30_11-14-35.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse8_Cable1_CTRL_2026-03-30_11-14-35_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,28.6,measured,False,D
13,CTRL,Cable1,Mouse13_Cable1-2026-02-19_11-46-09.eeg,Mouse13_Cable1_CTRL_2026-02-19_11-46-09_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-02-19_11-46-09_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-02-19_11-46-09_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-02-19_11-46-09_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-02-19_11-46-09_DIFF_Ch2_minus_Ch3.eeg,0.7401753290310642,True,2,3,Ch2-Ch3,1824.1144,30.401906666666665,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-02-19_11-46-09.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-02-19_11-46-09_DIFF_Ch2_minus_Ch3.npy,2026-02-19,baseline,,,30.5,baseline,False,D
13,CTRL,Cable1,Mouse13_Cable1-2026-03-04_12-19-35.eeg,Mouse13_Cable1_CTRL_2026-03-04_12-19-35_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-03-04_12-19-35_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-04_12-19-35_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-03-04_12-19-35_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-04_12-19-35_DIFF_Ch2_minus_Ch3.eeg,0.6663473752160423,True,2,3,Ch2-Ch3,1817.5408,30.292346666666667,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-03-04_12-19-35.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-04_12-19-35_DIFF_Ch2_minus_Ch3.npy,2026-03-04,diet,9.0,,28.37,interpolated,False,B
13,CTRL,Cable1,Mouse13_Cable1-2026-03-09_12-34-46.eeg,Mouse13_Cable1_CTRL_2026-03-09_12-34-46_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-03-09_12-34-46_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-09_12-34-46_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-03-09_12-34-46_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-09_12-34-46_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1802.16,30.036,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-03-09_12-34-46.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-09_12-34-46_DIFF_Ch2_minus_Ch3.npy,2026-03-09,diet,14.0,,27.4,measured,False,A
13,CTRL,Cable1,Mouse13_Cable1-2026-03-14_12-26-46.eeg,Mouse13_Cable1_CTRL_2026-03-14_12-26-46_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-03-14_12-26-46_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-14_12-26-46_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-03-14_12-26-46_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-14_12-26-46_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1804.5816,30.07636,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-03-14_12-26-46.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-14_12-26-46_DIFF_Ch2_minus_Ch3.npy,2026-03-14,diet,19.0,,28.2,interpolated,False,D
13,CTRL,Cable1,Mouse13_Cable1-2026-03-17_11-45-07.eeg,Mouse13_Cable1_CTRL_2026-03-17_11-45-07_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-03-17_11-45-07_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-17_11-45-07_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-03-17_11-45-07_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-17_11-45-07_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1804.7072,30.078453333333336,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-03-17_11-45-07.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-17_11-45-07_DIFF_Ch2_minus_Ch3.npy,2026-03-17,diet,22.0,,28.07,interpolated,False,A
13,CTRL,Cable1,Mouse13_Cable1-2026-03-27_11-54-52.eeg,Mouse13_Cable1_CTRL_2026-03-27_11-54-52_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-03-27_11-54-52_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-27_11-54-52_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-03-27_11-54-52_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-27_11-54-52_DIFF_Ch2_minus_Ch3.eeg,0.9539424653450589,True,2,3,Ch2-Ch3,1811.2184,30.186973333333334,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-03-27_11-54-52.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-27_11-54-52_DIFF_Ch2_minus_Ch3.npy,2026-03-27,diet,32.0,,26.9,interpolated,False,C
13,CTRL,Cable1,Mouse13_Cable1-2026-04-01_12-05-44.eeg,Mouse13_Cable1_CTRL_2026-04-01_12-05-44_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-04-01_12-05-44_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-04-01_12-05-44_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-04-01_12-05-44_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-04-01_12-05-44_DIFF_Ch2_minus_Ch3.eeg,0.9844639286263652,True,2,3,Ch2-Ch3,1211.4632,20.191053333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1-2026-04-01_12-05-44.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-04-01_12-05-44_DIFF_Ch2_minus_Ch3.npy,2026-04-01,recovery,,2.0,28.17,interpolated,False,B
13,CTRL,Cable1,Mouse13_Cable1_2026-03-30_11-38-49.eeg,Mouse13_Cable1_CTRL_2026-03-30_11-38-49_DIFF_Ch2_minus_Ch3,Mouse13_Cable1_CTRL_2026-03-30_11-38-49_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-30_11-38-49_DIFF_Ch2_minus_Ch3.npy,Mouse13_Cable1_CTRL_2026-03-30_11-38-49_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-30_11-38-49_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1214.2624,20.237706666666668,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse13_Cable1_2026-03-30_11-38-49.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse13_Cable1_CTRL_2026-03-30_11-38-49_DIFF_Ch2_minus_Ch3.npy,2026-03-30,diet,35.0,,26.9,measured,False,D
18,CTRL,Cable1,Mouse18_Cable1-2026-02-21_11-53-58.eeg,Mouse18_Cable1_CTRL_2026-02-21_11-53-58_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-02-21_11-53-58_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-02-21_11-53-58_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-02-21_11-53-58_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-02-21_11-53-58_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1879.4096,31.32349333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1-2026-02-21_11-53-58.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-02-21_11-53-58_DIFF_Ch3_minus_Ch4.npy,2026-02-21,baseline,,,35.3,baseline,False,B
18,CTRL,Cable1,Mouse18_Cable1-2026-03-06_12-29-54.eeg,Mouse18_Cable1_CTRL_2026-03-06_12-29-54_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-03-06_12-29-54_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-06_12-29-54_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-03-06_12-29-54_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-06_12-29-54_DIFF_Ch3_minus_Ch4.eeg,0.8763761844771868,True,3,4,Ch3-Ch4,1849.356,30.8226,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1-2026-03-06_12-29-54.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-06_12-29-54_DIFF_Ch3_minus_Ch4.npy,2026-03-06,diet,11.0,,32.83,interpolated,False,D
18,CTRL,Cable1,Mouse18_Cable1-2026-03-11_12-32-08.eeg,Mouse18_Cable1_CTRL_2026-03-11_12-32-08_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-03-11_12-32-08_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-11_12-32-08_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-03-11_12-32-08_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-11_12-32-08_DIFF_Ch3_minus_Ch4.eeg,0.990681403052537,True,3,4,Ch3-Ch4,1808.4344,30.140573333333336,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1-2026-03-11_12-32-08.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-11_12-32-08_DIFF_Ch3_minus_Ch4.npy,2026-03-11,diet,16.0,,31.3,interpolated,False,D
18,CTRL,Cable1,Mouse18_Cable1-2026-03-19_17-37-41.eeg,Mouse18_Cable1_CTRL_2026-03-19_17-37-41_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-03-19_17-37-41_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-19_17-37-41_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-03-19_17-37-41_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-19_17-37-41_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1826.3944,30.439906666666666,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1-2026-03-19_17-37-41.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-19_17-37-41_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,29.8,measured,False,C
18,CTRL,Cable1,Mouse18_Cable1-2026-03-24_13-50-15.eeg,Mouse18_Cable1_CTRL_2026-03-24_13-50-15_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-03-24_13-50-15_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-24_13-50-15_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-03-24_13-50-15_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-24_13-50-15_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1789.9712,29.832853333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1-2026-03-24_13-50-15.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-24_13-50-15_DIFF_Ch3_minus_Ch4.npy,2026-03-24,diet,29.0,,30.37,interpolated,False,D
18,CTRL,Cable1,Mouse18_Cable1-2026-04-01_12-28-44.eeg,Mouse18_Cable1_CTRL_2026-04-01_12-28-44_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-04-01_12-28-44_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-04-01_12-28-44_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-04-01_12-28-44_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-04-01_12-28-44_DIFF_Ch3_minus_Ch4.eeg,0.7167174341515857,True,3,4,Ch3-Ch4,1213.696,20.228266666666666,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1-2026-04-01_12-28-44.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-04-01_12-28-44_DIFF_Ch3_minus_Ch4.npy,2026-04-01,recovery,,2.0,30.43,interpolated,False,C
18,CTRL,Cable1,Mouse18_Cable1_2026-03-30_12-01-38.eeg,Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4,Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4.npy,Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1241.4384,20.69064,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse18_Cable1_2026-03-30_12-01-38.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,30.1,measured,False,A
19,CTRL,Cable1,Mouse19_Cable1-2026-02-21_13-53-25.eeg,Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1806.8304,30.11384,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-02-21_13-53-25.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4.npy,2026-02-21,baseline,,,29.1,baseline,False,A
