mouse,group,cable,original_file,differential_base_name,differential_file,diff_npy_path,spike2_eeg_file,spike2_eeg_path,spike2_scale_factor,spike2_was_scaled,channel_1,channel_2,differential,duration_sec,duration_min,original_path,diff_eeg_path,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,is_recovery,estrous_phase
19,CTRL,Cable1,Mouse19_Cable1-2026-03-04_12-59-01.eeg,Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4.eeg,0.8508827908955542,True,3,4,Ch3-Ch4,1816.3456,30.272426666666668,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-03-04_12-59-01.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4.npy,2026-03-04,diet,9.0,,29.37,interpolated,False,B
19,CTRL,Cable1,Mouse19_Cable1-2026-03-09_13-11-23.eeg,Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1804.456,30.074266666666666,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-03-09_13-11-23.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4.npy,2026-03-09,diet,14.0,,29.7,measured,False,B
19,CTRL,Cable1,Mouse19_Cable1-2026-03-14_13-02-22.eeg,Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1802.584,30.043066666666668,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-03-14_13-02-22.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4.npy,2026-03-14,diet,19.0,,29.15,interpolated,False,D
19,CTRL,Cable1,Mouse19_Cable1-2026-03-19_19-00-58.eeg,Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1883.0736,31.38456,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-03-19_19-00-58.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,28.5,measured,False,D
19,CTRL,Cable1,Mouse19_Cable1-2026-03-27_12-30-35.eeg,Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1818.6728,30.311213333333335,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-03-27_12-30-35.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4.npy,2026-03-27,diet,32.0,,29.03,interpolated,False,D
19,CTRL,Cable1,Mouse19_Cable1-2026-04-01_12-52-41.eeg,Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1234.7544,20.579240000000002,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1-2026-04-01_12-52-41.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4.npy,2026-04-01,recovery,,2.0,29.27,interpolated,False,D
19,CTRL,Cable1,Mouse19_Cable1_2026-03-30_12-31-14.eeg,Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4,Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4.npy,Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1211.2744,20.187906666666667,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse19_Cable1_2026-03-30_12-31-14.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,28.8,measured,False,B
24,CTRL,Cable1,Mouse24_Cable1-2026-03-06_13-06-06.eeg,Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3,Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3.npy,Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1804.5816,30.07636,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse24_Cable1-2026-03-06_13-06-06.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3.npy,2026-03-06,diet,11.0,,27.02,interpolated,False,B
24,CTRL,Cable1,Mouse24_Cable1-2026-03-11_13-10-18.eeg,Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3,Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3.npy,Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1803.7328,30.062213333333332,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse24_Cable1-2026-03-11_13-10-18.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3.npy,2026-03-11,diet,16.0,,26.93,interpolated,False,C
24,CTRL,Cable1,Mouse24_Cable1-2026-03-17_12-19-55.eeg,Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3,Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3.npy,Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1818.5472,30.30912,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse24_Cable1-2026-03-17_12-19-55.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3.npy,2026-03-17,diet,22.0,,26.57,interpolated,False,D
24,CTRL,Cable1,Mouse24_Cable1-2026-03-24_14-29-11.eeg,Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3,Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3.npy,Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1809.0952,30.151586666666667,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse24_Cable1-2026-03-24_14-29-11.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3.npy,2026-03-24,diet,29.0,,25.8,interpolated,False,C
24,CTRL,Cable1,Mouse24_Cable1-2026-04-01_13-17-43.eeg,Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3,Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.npy,Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1220.2224,20.337040000000002,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse24_Cable1-2026-04-01_13-17-43.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.npy,2026-04-01,recovery,,2.0,26.07,interpolated,False,C
24,CTRL,Cable1,Mouse24_Cable1_2026-03-30_12-54-24.eeg,Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3,Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.npy,Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1208.0504,20.134173333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse24_Cable1_2026-03-30_12-54-24.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.npy,2026-03-30,diet,35.0,,25.2,measured,False,D
26,CTRL,Cable1,Mouse26_Cable1-2026-02-21_14-36-19.eeg,Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1837.136,30.618933333333334,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-02-21_14-36-19.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.npy,2026-02-21,baseline,,,33.0,baseline,False,A
26,CTRL,Cable1,Mouse26_Cable1-2026-03-04_13-38-17.eeg,Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.eeg,0.9538571598903064,True,3,4,Ch3-Ch4,1806.8624,30.114373333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-03-04_13-38-17.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.npy,2026-03-04,diet,9.0,,34.33,interpolated,False,B
26,CTRL,Cable1,Mouse26_Cable1-2026-03-09_13-51-01.eeg,Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.eeg,0.9475866153390583,True,3,4,Ch3-Ch4,1801.452,30.0242,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-03-09_13-51-01.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.npy,2026-03-09,diet,14.0,,33.9,measured,False,A
26,CTRL,Cable1,Mouse26_Cable1-2026-03-14_13-38-05.eeg,Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.eeg,0.9584281777884269,True,3,4,Ch3-Ch4,1801.8296,30.030493333333332,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-03-14_13-38-05.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.npy,2026-03-14,diet,19.0,,34.0,interpolated,False,D
26,CTRL,Cable1,Mouse26_Cable1-2026-03-19_15-33-40.eeg,Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1737.3808,28.956346666666665,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-03-19_15-33-40.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,32.3,measured,False,D
26,CTRL,Cable1,Mouse26_Cable1-2026-03-24_15-03-43.eeg,Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1798.1024,29.968373333333332,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-03-24_15-03-43.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.npy,2026-03-24,diet,29.0,,31.93,interpolated,False,C
26,CTRL,Cable1,Mouse26_Cable1-2026-04-01_13-41-00.eeg,Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1217.6592,20.294320000000003,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1-2026-04-01_13-41-00.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.npy,2026-04-01,recovery,,2.0,31.6,interpolated,False,A
26,CTRL,Cable1,Mouse26_Cable1_2026-03-30_13-16-59.eeg,Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4,Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.npy,Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.eeg,1.0,False,3,4,Ch3-Ch4,1204.6688,20.07781333333333,/Users/amanlizahra/Desktop/Cable1_CTRL/Mouse26_Cable1_2026-03-30_13-16-59.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,30.4,measured,False,D
1,HF,Cable1,Mouse1_Cable1-2026-02-21_12-36-13.eeg,Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3,Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.npy,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.npy,Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_eeg_for_spike2_filtered_Cable1/Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.eeg,1.0,False,2,3,Ch2-Ch3,1808.8752,30.14792,/Users/amanlizahra/Desktop/Cable1_HF/Mouse1_Cable1-2026-02-21_12-36-13.eeg,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.npy,2026-02-21,baseline,,,31.4,baseline,False,A
