mouse,group,cable,filename,file_path,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,estrous_phase
21,HF,Cable1,Mouse21_Cable1-2026-04-02_13-36-07.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-04-02_13-36-07.eeg,2026-04-02,recovery,,3.0,31.5,measured,A
22,HF,Cable1,Mouse22_Cable1-2026-02-19_12-28-09.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-02-19_12-28-09.eeg,2026-02-19,baseline,,,31.0,baseline,B
22,HF,Cable1,Mouse22_Cable1-2026-03-05_12-08-47.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-05_12-08-47.eeg,2026-03-05,diet,10.0,,32.0,measured,D
22,HF,Cable1,Mouse22_Cable1-2026-03-10_14-11-08.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-10_14-11-08.eeg,2026-03-10,diet,15.0,,29.77,interpolated,D
22,HF,Cable1,Mouse22_Cable1-2026-03-16_11-57-06.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-16_11-57-06.eeg,2026-03-16,diet,21.0,,29.4,measured,A
22,HF,Cable1,Mouse22_Cable1-2026-03-27_10-00-03.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-27_10-00-03.eeg,2026-03-27,diet,32.0,,29.38,interpolated,B
22,HF,Cable1,Mouse22_Cable1-2026-03-29_14-23-37.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-29_14-23-37.eeg,2026-03-29,diet,34.0,,29.72,interpolated,D
22,HF,Cable1,Mouse22_Cable1-2026-03-31_12-58-34.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-31_12-58-34.eeg,2026-03-31,recovery,,1.0,29.9,interpolated,D
22,HF,Cable1,Mouse22_Cable1-2026-04-02_13-59-00.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-04-02_13-59-00.eeg,2026-04-02,recovery,,3.0,29.9,measured,D
23,HF,Cable1,Mouse23_Cable1-2026-02-21_15-15-29.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-02-21_15-15-29.eeg,2026-02-21,baseline,,,28.5,baseline,C
23,HF,Cable1,Mouse23_Cable1-2026-03-03_14-52-57.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-03_14-52-57.eeg,2026-03-03,diet,8.0,,28.27,interpolated,B
23,HF,Cable1,Mouse23_Cable1-2026-03-08_13-37-51.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-08_13-37-51.eeg,2026-03-08,diet,13.0,,28.08,interpolated,C
23,HF,Cable1,Mouse23_Cable1-2026-03-13_15-01-38.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-13_15-01-38.eeg,2026-03-13,diet,18.0,,27.52,interpolated,C
23,HF,Cable1,Mouse23_Cable1-2026-03-23_12-44-17.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-23_12-44-17.eeg,2026-03-23,diet,28.0,,28.1,measured,C
23,HF,Cable1,Mouse23_Cable1-2026-03-26_13-09-11.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-26_13-09-11.eeg,2026-03-26,diet,31.0,,26.6,measured,A
23,HF,Cable1,Mouse23_Cable1-2026-03-29_15-33-15.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-29_15-33-15.eeg,2026-03-29,diet,34.0,,27.2,interpolated,C
23,HF,Cable1,Mouse23_Cable1-2026-03-31_13-25-17.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-31_13-25-17.eeg,2026-03-31,recovery,,1.0,27.23,interpolated,B
23,HF,Cable1,Mouse23_Cable1-2026-04-02_14-21-56.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-04-02_14-21-56.eeg,2026-04-02,recovery,,3.0,26.9,measured,B
25,HF,Cable1,Mouse25_Cable1-2026-02-21_13-15-00.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-02-21_13-15-00.eeg,2026-02-21,baseline,,,32.2,baseline,B
25,HF,Cable1,Mouse25_Cable1-2026-03-05_12-46-31.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-05_12-46-31.eeg,2026-03-05,diet,10.0,,34.5,measured,D
25,HF,Cable1,Mouse25_Cable1-2026-03-10_14-50-39.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-10_14-50-39.eeg,2026-03-10,diet,15.0,,33.87,interpolated,D
25,HF,Cable1,Mouse25_Cable1-2026-03-16_12-32-16.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-16_12-32-16.eeg,2026-03-16,diet,21.0,,32.5,measured,A
25,HF,Cable1,Mouse25_Cable1-2026-03-23_12-06-54.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-23_12-06-54.eeg,2026-03-23,diet,28.0,,33.1,measured,B
25,HF,Cable1,Mouse25_Cable1-2026-03-29_15-09-30.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-29_15-09-30.eeg,2026-03-29,diet,34.0,,32.1,interpolated,D
25,HF,Cable1,Mouse25_Cable1-2026-03-31_13-36-44.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-31_13-36-44.eeg,2026-03-31,recovery,,1.0,31.47,interpolated,A
25,HF,Cable1,Mouse25_Cable1-2026-04-02_14-33-12.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-04-02_14-33-12.eeg,2026-04-02,recovery,,3.0,30.4,measured,B
