mouse,group,cable,filename,file_path
17,HF,Cable1,Mouse17_Cable1-2026-03-16_11-21-18.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-03-16_11-21-18.eeg
17,HF,Cable1,Mouse17_Cable1-2026-03-23_11-29-16.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-03-23_11-29-16.eeg
17,HF,Cable1,Mouse17_Cable1-2026-03-29_13-25-51.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-03-29_13-25-51.eeg
17,HF,Cable1,Mouse17_Cable1-2026-03-31_12-09-43.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-03-31_12-09-43.eeg
17,HF,Cable1,Mouse17_Cable1-2026-04-02_13-13-00.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-04-02_13-13-00.eeg
17,HF,Cable1,Mouse17_Cable1-2026-04-10_13-43-59.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-04-10_13-43-59.eeg
17,HF,Cable1,Mouse17_Cable1-2026-04-16_13-30-53.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse17_Cable1-2026-04-16_13-30-53.eeg
21,HF,Cable1,Mouse21_Cable1-2026-02-13_10-17-53.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-02-13_10-17-53.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-03_14-13-44.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-03_14-13-44.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-08_13-00-59.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-08_13-00-59.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-13_14-26-02.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-13_14-26-02.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-19_14-50-19.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-19_14-50-19.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-26_12-24-10.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-26_12-24-10.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-29_14-46-18.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-29_14-46-18.eeg
21,HF,Cable1,Mouse21_Cable1-2026-03-31_12-34-40.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-03-31_12-34-40.eeg
21,HF,Cable1,Mouse21_Cable1-2026-04-02_13-36-07.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-04-02_13-36-07.eeg
21,HF,Cable1,Mouse21_Cable1-2026-04-10_14-08-00.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-04-10_14-08-00.eeg
21,HF,Cable1,Mouse21_Cable1-2026-04-16_13-53-48.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse21_Cable1-2026-04-16_13-53-48.eeg
22,HF,Cable1,Mouse22_Cable1-2026-02-19_12-28-09.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-02-19_12-28-09.eeg
22,HF,Cable1,Mouse22_Cable1-2026-03-05_12-08-47.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-05_12-08-47.eeg
22,HF,Cable1,Mouse22_Cable1-2026-03-10_14-11-08.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-10_14-11-08.eeg
22,HF,Cable1,Mouse22_Cable1-2026-03-16_11-57-06.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-16_11-57-06.eeg
22,HF,Cable1,Mouse22_Cable1-2026-03-27_10-00-03.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-27_10-00-03.eeg
22,HF,Cable1,Mouse22_Cable1-2026-03-29_14-23-37.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-29_14-23-37.eeg
22,HF,Cable1,Mouse22_Cable1-2026-03-31_12-58-34.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-03-31_12-58-34.eeg
22,HF,Cable1,Mouse22_Cable1-2026-04-02_13-59-00.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-04-02_13-59-00.eeg
22,HF,Cable1,Mouse22_Cable1-2026-04-10_14-31-16.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-04-10_14-31-16.eeg
22,HF,Cable1,Mouse22_Cable1-2026-04-16_14-16-48.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse22_Cable1-2026-04-16_14-16-48.eeg
23,HF,Cable1,Mouse23_Cable1-2026-02-21_15-15-29.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-02-21_15-15-29.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-03_14-52-57.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-03_14-52-57.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-08_13-37-51.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-08_13-37-51.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-13_15-01-38.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-13_15-01-38.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-23_12-44-17.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-23_12-44-17.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-26_13-09-11.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-26_13-09-11.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-29_15-33-15.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-29_15-33-15.eeg
23,HF,Cable1,Mouse23_Cable1-2026-03-31_13-25-17.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-03-31_13-25-17.eeg
23,HF,Cable1,Mouse23_Cable1-2026-04-02_14-21-56.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-04-02_14-21-56.eeg
23,HF,Cable1,Mouse23_Cable1-2026-04-10_14-57-27.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-04-10_14-57-27.eeg
23,HF,Cable1,Mouse23_Cable1-2026-04-16_15-03-50.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse23_Cable1-2026-04-16_15-03-50.eeg
25,HF,Cable1,Mouse25_Cable1-2026-02-21_13-15-00.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-02-21_13-15-00.eeg
25,HF,Cable1,Mouse25_Cable1-2026-03-05_12-46-31.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-05_12-46-31.eeg
25,HF,Cable1,Mouse25_Cable1-2026-03-10_14-50-39.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-10_14-50-39.eeg
25,HF,Cable1,Mouse25_Cable1-2026-03-16_12-32-16.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-16_12-32-16.eeg
25,HF,Cable1,Mouse25_Cable1-2026-03-23_12-06-54.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-23_12-06-54.eeg
25,HF,Cable1,Mouse25_Cable1-2026-03-29_15-09-30.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-29_15-09-30.eeg
25,HF,Cable1,Mouse25_Cable1-2026-03-31_13-36-44.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-03-31_13-36-44.eeg
25,HF,Cable1,Mouse25_Cable1-2026-04-02_14-33-12.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-04-02_14-33-12.eeg
25,HF,Cable1,Mouse25_Cable1-2026-04-10_15-20-35.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-04-10_15-20-35.eeg
25,HF,Cable1,Mouse25_Cable1-2026-04-16_14-39-46.eeg,/Users/amanlizahra/Desktop/Cable1_HF/Mouse25_Cable1-2026-04-16_14-39-46.eeg
