cable,term,estimate,std_err,z,p_value,ci_lo,ci_hi
Cable1,Intercept,31.198237278042654,1.0435896065978567,29.89512072638414,2.2772171811364773e-196,29.15283923447053,33.243635321614775
Cable1,group[T.HF],4.720012448063553,1.446006475165881,3.264171031822032,0.001097848713147641,1.885891835326714,7.5541330608003925
Cable1,days_on_diet,-0.07384644237732217,0.011318036613631656,-6.524668977336593,6.815187860741879e-11,-0.09602938651574588,-0.05166349823889845
Cable1,group[T.HF]:days_on_diet,-0.018026246298473082,0.016573422499675427,-1.0876598541324887,0.27674529679234827,-0.05050955749840271,0.014457064901456547
Cable1,Group Var,19.650647498399202,7.682229383912283,2.557935530999705,0.01052956110724499,4.5937545849558,34.7075404118426
Cable1,random_intercept_var_(mouse),9.090948029955364,,,,,
Cable1,residual_var,0.4626284213126279,,,,,
