mouse,group,differential_file,beta_episode_rate,beta_mean_duration_sec,beta_mean_amplitude,beta_fraction_of_time,beta_n_episodes,beta_threshold,low_gamma_episode_rate,low_gamma_mean_duration_sec,low_gamma_mean_amplitude,low_gamma_fraction_of_time,low_gamma_n_episodes,low_gamma_threshold,high_gamma_episode_rate,high_gamma_mean_duration_sec,high_gamma_mean_amplitude,high_gamma_fraction_of_time,high_gamma_n_episodes,high_gamma_threshold
2,CTRL,Mouse2_Cable1_CTRL_2026-03-04_11-03-06_DIFF_Ch3_minus_Ch4.npy,10.996596354694553,0.2816722891566265,261.53930311687367,0.051623941135970484,332,121.41265255430659,7.585001702485099,0.21773275109170304,220.31048356216792,0.027525054795288863,229,101.08780531704501,6.293232853590256,0.17650526315789475,141.84280874447518,0.018513145348947616,190,71.21073312796443
2,CTRL,Mouse2_Cable1_CTRL_2026-03-09_11-20-55_DIFF_Ch3_minus_Ch4.npy,5.049061136917423,0.14556883116883118,168.27351547485205,0.01224976547001732,154,135.07310779559668,5.3113500271469,0.19012839506172838,119.19671876296509,0.01683064093787513,162,111.35430934329875,2.426172234622658,0.12651891891891892,80.4669841764427,0.0051159448039259404,74,70.49026081691864
2,CTRL,Mouse2_Cable1_CTRL_2026-03-14_11-15-50_DIFF_Ch3_minus_Ch4.npy,4.5907284216229165,0.15711205673758866,353.19702086694116,0.012020979737414676,141,290.8948629404141,4.851195282424217,0.13673557046979865,262.8378667503285,0.011055515906711189,149,244.84863386474126,4.167469772820803,0.13503125,203.99801894047732,0.009378977546020153,128,182.46195303335327
2,CTRL,Mouse2_Cable1_CTRL_2026-03-19_16-25-11_DIFF_Ch3_minus_Ch4.npy,6.064376504771748,0.17018579234972678,212.45896610993952,0.01720117867619411,183,167.57790944968127,5.037077752597299,0.16899999999999998,164.6630327930901,0.014187769003149057,152,156.40578452372054,3.015618917673383,0.12869450549450548,93.84689740924453,0.006468226422830865,91,95.40397856660078
2,CTRL,Mouse2_Cable1_CTRL_2026-03-27_10-36-46_DIFF_Ch3_minus_Ch4.npy,3.866469192759873,0.17176271186440675,296.9762049264048,0.011068587231476992,118,219.4184543321399,3.1456020551266763,0.14970000000000003,201.29597921666277,0.007848277127541057,96,186.33659319102492,3.3422021835720934,0.13138039215686273,145.9572028900928,0.007318330559087077,102,137.9431152533911
2,CTRL,Mouse2_Cable1_CTRL_2026-04-01_10-31-21_DIFF_Ch3_minus_Ch4.npy,13.220834097418983,0.17058754578754579,304.0196521750287,0.03758849403238346,273,231.48467042955735,12.300702786609603,0.1515968503937008,227.73700656908179,0.03107913000131724,254,207.44196276234794,12.68812649642408,0.1510320610687023,154.04830479203264,0.031938564930922356,262,146.8898626386354
2,CTRL,Mouse2_Cable1_CTRL_2026-03-30_10-02-35_DIFF_Ch3_minus_Ch4.npy,8.122365437877201,0.2508402366863905,156.81973470684807,0.03395693448150792,169,112.42042195014137,4.181336053818441,0.14876321839080459,132.95674175683718,0.01036715014232563,87,105.61985255154784,3.4604160445393997,0.13068888888888888,97.8479751900605,0.007537298799235633,72,71.77993412308173
5,CTRL,Mouse5_Cable1_CTRL_2026-03-06_11-12-15_DIFF_Ch2_minus_Ch3.npy,6.193217738441103,0.21290322580645157,226.42213157769885,0.02197593391059746,186,130.47908116747442,4.561671129927049,0.1755036496350365,178.2703115592602,0.01334316552894963,137,98.41480329386553,3.8291399995738002,0.14075130434782607,143.92294522481404,0.00898260749117411,115,70.8923963600106
5,CTRL,Mouse5_Cable1_CTRL_2026-03-11_11-11-07_DIFF_Ch2_minus_Ch3.npy,3.3843477676134284,0.14607058823529412,73.36921993917942,0.008239227820134967,102,63.666858133810045,2.4221312454488264,0.12711232876712328,56.77185550943366,0.0051313790531435505,73,53.588486984565634,1.9576129244038458,0.12558644067796612,39.192517437125375,0.004097493990017722,59,41.94611489287297
5,CTRL,Mouse5_Cable1_CTRL_2026-03-17_10-31-53_DIFF_Ch2_minus_Ch3.npy,4.124384335854382,0.14615483870967744,78.64501730094715,0.010046645456391954,124,62.56441206121351,2.52784846391075,0.1334,62.502773793143945,0.005620249751428235,76,50.627157188380565,2.1952368239224933,0.12356363636363635,39.391963307457694,0.004520857410720384,66,38.31977560662562
5,CTRL,Mouse5_Cable1_CTRL_2026-03-24_12-38-34_DIFF_Ch2_minus_Ch3.npy,2.2879197835428937,0.1344695652173913,19.90582730038671,0.005127592975754682,69,16.96536068551313,1.691071144357791,0.1260549019607843,16.23212449343733,0.0035527967885122112,51,16.327043307625882,1.7905459175553082,0.1250666666666667,12.013471511056517,0.003732293490370842,54,14.300308219623496
5,CTRL,Mouse5_Cable1_CTRL_2026-04-01_10-55-04_DIFF_Ch2_minus_Ch3.npy,2.473006311771576,0.12952,22.09278973708323,0.005338396291677576,50,18.450769403352325,2.077325301888124,0.1257714285714286,17.87854260625812,0.004354469513767391,42,17.225873113493535,2.225705680594418,0.12275555555555553,13.625811381046052,0.004553628955408728,45,15.044181389068596
