mouse,group,cable,differential_file,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,estrous_phase,theta_delta,log_theta_delta,low_gamma_theta,log_low_gamma_theta,high_gamma_theta,log_high_gamma_theta,fast_gamma_theta,log_fast_gamma_theta,beta_theta,log_beta_theta,beta_episode_rate,beta_mean_duration_sec,beta_mean_amplitude,beta_fraction_of_time,beta_n_episodes,beta_threshold,low_gamma_episode_rate,low_gamma_mean_duration_sec,low_gamma_mean_amplitude,low_gamma_fraction_of_time,low_gamma_n_episodes,low_gamma_threshold,high_gamma_episode_rate,high_gamma_mean_duration_sec,high_gamma_mean_amplitude,high_gamma_fraction_of_time,high_gamma_n_episodes,high_gamma_threshold
18,CTRL,Cable1,Mouse18_Cable1_CTRL_2026-03-30_12-01-38_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,30.1,measured,A,0.7968307395843943,-0.0986339203494543,0.0552472016937281,-1.2576897143804011,0.0164026740946561,-1.7850853440326508,0.0070003546360842,-2.154879958186719,0.3445410323353593,-0.4627590493567595,10.246178948548717,0.5432339622641509,195.78845783387618,0.09276787313812751,212,117.07528206949499,9.424551391353772,0.22897641025641027,116.66298110428198,0.035966665764487385,195,93.11202740329144,2.9481929993465648,0.1362754098360656,84.67921841336509,0.006696103487696208,61,64.01005501789521
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-02-21_13-53-25_DIFF_Ch3_minus_Ch4.npy,2026-02-21,baseline,,,29.1,baseline,A,0.4258570783408818,-0.3707361297761272,0.0323697484510107,-1.4898606755360264,0.013471170781994,-1.87059465802137,0.0079647355641067,-2.098828638564128,0.1150308885825778,-0.9391855253880008,10.29427001006846,0.2219638709677419,181.70380116337418,0.03808260033703219,310,114.11995487872852,4.64902516583737,0.18754285714285715,179.95742878810384,0.014531524375503091,140,101.30833921716219,3.7192201326698955,0.16637857142857146,124.84114199879876,0.010313308875033319,112,81.79588011450701
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-03-04_12-59-01_DIFF_Ch3_minus_Ch4.npy,2026-03-04,diet,9.0,,29.37,interpolated,B,0.7406218519708222,-0.1304034782839541,0.0149797006250488,-1.824496866088388,0.0046849657522149,-2.329293579520801,0.0023799110819534,-2.623439268715893,0.0805159277054877,-1.0941181987580435,8.885974122986285,0.2068104089219331,160.84009321578446,0.030628532367408492,269,98.60174573723779,4.2282702146551845,0.18634375,149.4091619680643,0.013131862130202534,128,84.6035772879103,2.609635523107497,0.1690430379746835,128.02100568287037,0.007352345280545729,79,67.09519864123799
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-03-09_13-11-23_DIFF_Ch3_minus_Ch4.npy,2026-03-09,diet,14.0,,29.7,measured,B,0.6405448837230495,-0.1934504333349204,0.0392522417756141,-1.4061355347664617,0.0128857925668567,-1.889888864126921,0.0065132619724034,-2.1862014535499843,0.1391462604297253,-0.8565284608826395,9.476540298017795,0.2064140350877193,160.60350863548229,0.032601515359753856,285,109.05652277755046,7.614483257003773,0.25020786026200875,133.93882955598556,0.03175339271226342,229,100.29043487177672,2.294320282677993,0.13128115942028987,131.34257280818224,0.005020017113190901,69,69.11943554240452
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-03-14_13-02-22_DIFF_Ch3_minus_Ch4.npy,2026-03-14,diet,19.0,,29.15,interpolated,D,0.1714428061929329,-0.7658807333327008,0.055777427963614,-1.2535415160105137,0.0232296519709256,-1.6339572967963545,0.0131494926095731,-1.881091004673376,0.2018953749577879,-0.6948736298097935,6.523967815092112,0.19655510204081633,145.13224469392884,0.021371985993440527,196,90.7219583277359,3.49498275808506,0.16993523809523808,138.0693952212743,0.00989867878556561,105,80.99157183851165,2.8958428566990495,0.14206896551724138,109.49236586004949,0.006856823315862118,87,62.82280910219181
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-03-19_19-00-58_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,28.5,measured,D,0.4362199357767479,-0.3602944905225854,0.0632785363221713,-1.1987435749363584,0.026762192067888,-1.572478316763788,0.0136043342613315,-1.86632270590218,0.2268904384518407,-0.6441838056359986,16.536793888459805,0.29413487475915223,177.82790363205297,0.0810674633216673,519,124.46527372799919,7.42403270907733,0.16887210300429184,126.05338203524569,0.020895200272575645,233,103.04169980332267,3.3774569406102875,0.13527547169811321,106.58926705716443,0.007614784679685382,106,73.47094374387056
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-03-27_12-30-35_DIFF_Ch3_minus_Ch4.npy,2026-03-27,diet,32.0,,29.03,interpolated,D,0.4489220545852516,-0.347829058110502,0.070161673754044,-1.1539000591306852,0.020663910875553,-1.6847874799638043,0.0085485895502158,-2.068105534521945,0.2753669750605901,-0.5600881461741282,20.322512108830132,0.2522233766233766,261.6425431755979,0.08543021042597657,616,179.2581865022438,10.656122420701513,0.19000866873065014,178.97635980841287,0.03374592724980546,323,114.28319885632958,3.29910910857632,0.154824,177.847634458228,0.008513021143770337,100,77.00133238426497
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-04-01_12-52-41_DIFF_Ch3_minus_Ch4.npy,2026-04-01,recovery,,2.0,29.27,interpolated,D,0.4138847770060524,-0.383120546983757,0.0571683775912675,-1.2428441326616757,0.0247729700250881,-1.6060219228375383,0.0141899902465697,-1.8480179030529131,0.1712251570676421,-0.7664324267324378,9.815717198497126,0.2297940594059406,157.822172251451,0.037593225017056024,202,105.99251235139967,3.1099302015040395,0.1517625,158.49840537063966,0.007866179703429281,64,90.43471566030419,2.6725962669175343,0.13188363636363637,124.79257433927695,0.005874528570216069,55,70.15793118054704
19,CTRL,Cable1,Mouse19_Cable1_CTRL_2026-03-30_12-31-14_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,28.8,measured,B,0.5241291930838833,-0.2805616501769116,0.0577023987523829,-1.2388061323681954,0.0263183233665731,-1.579741781313356,0.0120918695571997,-1.917506546483794,0.174633295657996,-0.7578729499662736,8.916229055943063,0.2964133333333333,156.2861191708818,0.044048152920593386,180,106.08154580935079,3.6655608341099257,0.1487243243243243,122.58808357764951,0.009085967638711757,74,91.91724313698887,2.377661081584817,0.1312,97.08933769803609,0.005199152231732133,48,71.2811972045009
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-03-06_13-06-06_DIFF_Ch2_minus_Ch3.npy,2026-03-06,diet,11.0,,27.02,interpolated,B,0.4873809112063882,-0.3121314844251478,0.0454912780685224,-1.3420718615804732,0.0207097353228371,-1.683825451496014,0.0113986746618332,-1.943145641691009,0.1152870556465607,-0.9382194522617352,4.654818601719091,0.17910285714285715,117.51784089338804,0.01389485518416014,140,77.74212072007566,2.2609118922635583,0.15509411764705883,112.27652708024873,0.005844235583472646,68,70.49294535557048,2.2609118922635583,0.14195294117647062,82.66161658765871,0.005349051547461196,68,57.66089436556058
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-03-11_13-10-18_DIFF_Ch2_minus_Ch3.npy,2026-03-11,diet,16.0,,26.93,interpolated,C,0.4738499343883217,-0.3243591751737942,0.0226779068640561,-1.644397032642464,0.0084595263881368,-2.0726539505279247,0.004481549678466,-2.3485717850126533,0.0817657050982062,-1.0874288138063688,5.322296074008301,0.23287500000000003,121.13740001817507,0.02065716163724472,160,72.93881353118584,3.7921359527309146,0.21070175438596492,121.488036386683,0.013316828301841603,114,68.33523931986129,3.4927567985679477,0.16877714285714285,87.2221385089374,0.009824958552619324,105,56.188570826049315
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-03-17_12-19-55_DIFF_Ch2_minus_Ch3.npy,2026-03-17,diet,22.0,,26.57,interpolated,D,0.2432234287576939,-0.6139945935024661,0.0837983786299292,-1.076764384220403,0.0419697364137973,-1.3770637583175256,0.0242109379075161,-1.6159883860985835,0.1815730389627539,-0.7409486376374681,2.9694032687191183,0.15211555555555556,91.45443449647543,0.007528207131494854,90,66.58968090600344,2.606476202542337,0.12788860759493673,67.90845441245047,0.005555643537874628,79,64.73837264648529,1.9466088094936442,0.12771525423728813,53.69127062280911,0.0041435273167504255,59,53.10494885537896
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-03-24_14-29-11_DIFF_Ch2_minus_Ch3.npy,2026-03-24,diet,29.0,,25.8,interpolated,C,0.372841392545469,-0.4284758786244376,0.0878700824857271,-1.0561589659160338,0.0430942581647586,-1.3655805909408798,0.0240357421936986,-1.6191424628571065,0.2026094116069851,-0.6933403846714743,2.8522545413862135,0.14759069767441862,96.97741537079375,0.007016103961803668,86,76.69793202182855,2.0231107793553376,0.12628196721311477,76.24625297687867,0.004258040151784163,61,72.22300450474512,1.9899450288741023,0.1256533333333333,53.35466451044614,0.004167387100468787,60,58.573730505569706
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.npy,2026-04-01,recovery,,2.0,26.07,interpolated,C,0.3463775130257332,-0.4604503103205031,0.0821612961848131,-1.085332717883618,0.0400158337298474,-1.3977681301507523,0.0219945795710655,-1.657684335197069,0.1928874864224698,-0.7146959463009083,3.6878523128242846,0.1447573333333333,96.72595791726506,0.008897394442193488,75,79.23668575405733,2.409396844378533,0.12963265306122448,71.11366159439737,0.005205608420235524,49,73.82423340554166,2.6060823010624947,0.12436226415094341,52.5254407694115,0.00540163825873054,53,59.57083975859894
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.npy,2026-03-30,diet,35.0,,25.2,measured,D,0.3563847310713002,-0.4480809111265502,0.0874206862650162,-1.058385788558562,0.0397496331111319,-1.4006668755243967,0.0215317494639832,-1.6669206821278806,0.2513035358805264,-0.5998014007723342,5.76134902980869,0.15231034482758618,108.77402458537249,0.01462521762337068,116,89.18349478879321,2.334339693112142,0.1267914893617021,74.88950585965348,0.004932906772763785,47,75.16271193107862,2.1853392871688135,0.12465454545454545,51.552405784241344,0.004540207925099814,44,58.54489112907243
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.npy,2026-02-21,baseline,,,33.0,baseline,A,0.4053933913863795,-0.3921233353367001,0.0760933470276402,-1.1186533126839713,0.0338670113757372,-1.4702231263637302,0.0163168847373566,-1.7873627543150643,0.1406310144206533,-0.8519188905083244,4.931589169228626,0.17315496688741722,133.7858666194456,0.014232152655002134,151,106.81191788848268,3.1353149685162123,0.14519166666666666,109.91470245809506,0.00758702676339694,96,112.97742190472424,3.919143710645265,0.12846666666666667,78.259048292475,0.008391322144903807,120,85.97431178552239
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,32.3,measured,D,0.5682948046928653,-0.2454263142236732,0.0735479451103488,-1.1334294567189562,0.0329494020398021,-1.4821524625015563,0.0137401190013423,-1.8620095058934625,0.1780838551459191,-0.7493754513332817,10.153214539955778,0.21063673469387756,170.2097209824795,0.03564399928904475,294,133.22057290383447,3.1426616433196455,0.13073406593406595,124.60341562386242,0.006847548908103508,91,124.52127725834326,3.2808006166523773,0.12965894736842107,89.49402317277874,0.007089752574680231,95,95.4468309779716
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.npy,2026-03-24,diet,29.0,,31.93,interpolated,C,0.52001464708725,-0.2839844235583132,0.0650659340177569,-1.1866463315606606,0.0327999215518111,-1.484127194997354,0.0140155853190013,-1.8533887605148676,0.1351448969672241,-0.869200348491463,3.270114093613356,0.15451428571428572,142.36213447760173,0.008421322389648109,98,117.02645806603496,3.436956649409956,0.13115339805825244,116.68748070796865,0.007512809059150358,103,114.62849981562928,3.303482604772676,0.1256888888888889,87.32290768888858,0.0069201843009608355,99,93.83013435697133
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.npy,2026-04-01,recovery,,2.0,31.6,interpolated,A,0.5867451373387538,-0.2315505009380574,0.072854792560777,-1.137541874034842,0.0359891465646897,-1.443828451947825,0.0153598062413583,-1.813614262744588,0.1543598148624079,-0.8114657509887132,3.5970655828823035,0.167813698630137,143.43788963584004,0.010060614661310816,73,115.30195720897315,2.611568162914549,0.12979622641509433,113.79694316119209,0.005649528209535147,53,112.11040221154687,3.399966098888753,0.13455072463768117,84.17733896381218,0.007624465039150528,69,90.78801517126098
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.npy,2026-03-30,diet,35.0,,30.4,measured,D,0.5545705716345773,-0.2560431800445077,0.0685375844037926,-1.164071206276016,0.0333300946705662,-1.477163452770729,0.0143084126975422,-1.844408541986832,0.136991624157202,-0.8633059853509609,2.6895359122773,0.15598518518518514,152.53933320526923,0.006992129288979677,54,124.05461364656244,4.03430386841595,0.1341925925925926,130.38094296522786,0.009022894923484364,81,123.06991755186623,3.386823000645489,0.1309647058823529,97.82057443871507,0.007392571302585408,68,98.635269619927
1,HF,Cable1,Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.npy,2026-02-21,baseline,,,31.4,baseline,A,2.333455034678727,0.3679994365136292,0.0148192932884775,-1.8291725067637552,0.0049699650097747,-2.303646668835129,0.0021814428975497,-2.6612561508200026,0.0447137669645031,-1.349558740935298,6.998824462848515,0.15725876777251185,247.39707459308886,0.018343775181394493,211,208.53309702088885,5.5393539587474026,0.15374371257485028,192.72931657983995,0.014194014048066998,167,171.2269733943097,3.715015828621013,0.13462857142857146,109.90580477077648,0.008335787897362957,112,115.98684750516863
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-03_12-16-25_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,39.87,interpolated,A,1.9671918133261117,0.2938467083726427,0.0130863556495841,-1.8831812809998263,0.0042259102265731,-2.374079733151668,0.0018319489343207,-2.7370866364824717,0.0424157555312041,-1.372472792717239,7.457755955708664,0.16633244444444442,311.6210882195276,0.020674446303052266,225,254.87463883606011,4.839254975704288,0.13907945205479452,220.01054098175476,0.011217348839573173,146,207.68187911810477,5.137565213932635,0.13783741935483868,130.39220267480164,0.011802478847594404,155,135.82249288192548
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-08_11-08-40_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,38.43,interpolated,A,3.613051111309376,0.5578741052720407,0.0120651926514459,-1.91846573908533,0.0039173698140788,-2.407005427524754,0.0017758241490011,-2.750600042442358,0.0377394916364218,-1.4232039542236516,5.777373325377749,0.1560135593220339,319.321953256499,0.015022476267072628,177,268.6806869025782,3.8842227441805206,0.14067899159663866,231.73509021716018,0.00910714231313407,119,221.60016036815014,3.427255362512224,0.13682285714285716,135.17889873404792,0.007815447847618352,105,144.81827075888248
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-13_12-37-21_DIFF_Ch2_minus_Ch3.npy,2026-03-13,diet,18.0,,36.83,interpolated,B,2.103158833433894,0.3228720724386111,0.0240530943203939,-1.6188290457005945,0.005232745327748,-2.2812704014050205,0.0023376591626256,-2.631218809932752,0.0710278985239364,-1.148571034447463,9.463605488097034,0.21761398601398602,435.38178455787664,0.03432354853881049,286,317.4610734221482,7.0811593512334445,0.1918392523364486,288.83584181910027,0.022640738593597925,214,242.13417272201403,2.944968141400825,0.13625168539325844,198.16574858651757,0.006687614544921904,89,150.27420527376427
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-19_12-55-20_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,35.7,measured,B,1.9668478380464256,0.2937707627394017,0.0136158237291328,-1.8659560796126335,0.0043898279012486,-2.357552505498912,0.0022389758593328,-2.6499505889645407,0.0415232202195137,-1.3817089733355472,9.151196262876097,0.1727595667870036,180.4404255291105,0.026349278365955346,277,141.34559319079716,4.294785249725244,0.14275692307692306,137.16656075834638,0.010218505458782175,130,120.96816618639482,4.49300610740487,0.14193529411764705,77.15922515851211,0.01062860238878158,136,79.21713471402254
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-26_11-06-11_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,36.5,measured,D,0.4287800202264752,-0.3677654595735676,0.0128028049525417,-1.89269487082426,0.0044270200507242,-2.35388851102337,0.0019474653459589,-2.710530261610571,0.0536183452896662,-1.2706865928644369,6.005639393843924,0.18337923497267758,263.3727997225406,0.0183551592927479,183,176.06112217294069,4.561660523192926,0.1574618705035971,179.40287724842216,0.01197145997640626,139,130.4523575665861,3.0848639509362235,0.14435744680851062,121.37839306450118,0.007422051395146131,94,94.22764778400526
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-31_10-10-35_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,35.6,interpolated,D,2.511768948572016,0.3999796872246797,0.0155163743083738,-1.809209752267359,0.0056414069338371,-2.2486125720090873,0.0026520694646458,-2.5764151048082513,0.0518575227190894,-1.285188233712575,6.519735965181712,0.1622222222222222,204.93653358409637,0.017627434276232038,135,151.86539223644874,5.553849155525162,0.15241043478260874,156.5820422214326,0.014107742741843569,115,112.67796757494224,2.5113057051070298,0.13732307692307694,97.27199578167765,0.005747670441996243,52,79.63817735246973
1,HF,Cable1,Mouse1_Cable1_HF_2026-04-02_11-07-38_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,35.6,measured,A,2.142786687331261,0.330978939531822,0.0133464404513165,-1.87463454691969,0.0050710089006074,-2.294905627180126,0.0026750851146926,-2.5726623952303123,0.0482127236492476,-1.3168383335153988,5.734716897776302,0.17550085470085472,198.04618748668815,0.016774128617119584,117,144.89241634952094,4.3132913419172185,0.1507909090909091,136.50259760993788,0.01084008537702741,88,112.10950654830049,2.646792414358293,0.1365037037037037,91.72942554013733,0.006021616124912917,54,82.40993018717676
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-05_10-11-36_DIFF_Ch2_minus_Ch3.npy,2026-03-05,diet,10.0,,39.9,measured,C,0.7616361118096281,-0.1182524727277697,0.0298109882689586,-1.5256236263611616,0.0121943099783037,-1.9138427694456572,0.0058667173276103,-2.2316048366202947,0.0642613712408331,-1.1920500114957773,3.12064548227916,0.1321531914893617,166.12740464847911,0.006873387666500822,94,139.14219256676625,2.456678358389977,0.128572972972973,135.59681784634955,0.005264374002942702,74,136.52110748100068,2.456678358389977,0.1252972972972973,92.75811627959997,0.005130252643917087,74,100.00597231966502
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-10_11-57-39_DIFF_Ch2_minus_Ch3.npy,2026-03-10,diet,15.0,,40.0,interpolated,C,0.7731750603549029,-0.111722163082349,0.0299266062888567,-1.5239425298550568,0.0121664721665201,-1.914835333086385,0.0059940598833128,-2.2222789225744903,0.0676102609852546,-1.1699873876219775,2.8159753556314926,0.13429767441860466,166.47949808982668,0.0063029823580235435,86,139.17500574604864,2.9142070540837537,0.14927640449438204,132.1554587500161,0.007250372516429797,89,133.12604897233933,2.5212802602747084,0.12329350649350648,86.52280539211746,0.005180958069035491,77,97.53504236643712
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-16_10-06-17_DIFF_Ch2_minus_Ch3.npy,2026-03-16,diet,21.0,,39.2,measured,D,0.702186378365668,-0.153547599618609,0.0363226592766497,-1.4398223631548936,0.0132968929348297,-1.8762498281231423,0.0063024720631336,-2.2004890707374005,0.0939828702708275,-1.0269512956000764,6.270878303811687,0.17308481675392673,224.31097141247287,0.018089897035023676,191,165.73134479983216,3.644332417398415,0.13212972972972975,180.92648232649285,0.008025410955935753,111,140.23805635881962,2.3967231213521107,0.12623561643835615,142.74417930856762,0.005042530344265747,73,97.40161300302009
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-23_10-13-09_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,38.8,measured,A,0.1843509529945057,-0.7343546129849851,0.0424818355211714,-1.3717967268725748,0.0120103174664657,-1.9204455128209024,0.0069178621659038,-2.160028095282587,0.1594039697948628,-0.7975008671398119,3.4091375477775734,0.26703689320388346,204.04180868659537,0.015172758321053819,103,83.95979128367618,3.7401217757171437,0.1883256637168141,163.29883305080784,0.011739348596560676,113,88.35924215902361,3.7732201985111007,0.16380350877192978,105.72322879770013,0.010301111798087265,114,74.56885667976893
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-29_11-58-50_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,38.45,interpolated,B,0.5411942046452898,-0.2666468626731716,0.0431169374577413,-1.3653520941209034,0.016847989391558,-1.7734519196147422,0.0099352448807556,-2.0028214240699933,0.1390800953111868,-0.8567350203679256,7.662195032733157,0.2848169491525424,222.7393269338983,0.036372050217247036,236,89.31235833143208,5.876513986969074,0.19252596685082873,202.13876975419473,0.01885635895089399,181,91.019284623756,5.58431163402586,0.15587441860465115,135.20096534121873,0.014507522154349507,172,79.12596299689272
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-31_10-34-19_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,38.17,interpolated,D,0.4725219966537937,-0.3255779695822204,0.068635355818623,-1.163452110511641,0.0419775865123169,-1.3769825346558155,0.0293997190765773,-1.5316568193863178,0.1252841171735594,-0.9021039829651128,3.259029619877162,0.14571940298507466,105.52472092514313,0.00791506417531958,67,86.94148563960502,2.6266805891547276,0.12537777777777778,88.17413869700778,0.005488789586670731,54,91.6602155711364,2.9671762210821924,0.1276983606557377,74.52284731747314,0.006315058986814712,61,82.25970660743377
4,HF,Cable1,Mouse4_Cable1_HF_2026-04-02_11-35-16_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,37.9,measured,B,0.3596007374140363,-0.4441794263533847,0.0545041071728019,-1.2635707701036154,0.0286130135961965,-1.5434363987737667,0.0178659060928574,-1.7479749530887905,0.133336889186018,-0.8750496813921432,6.964668876919976,0.3399375886524822,122.926398943328,0.03945921239638615,141,83.55333805174325,3.5564266605548815,0.18834444444444445,90.53765286108496,0.011163886726493667,72,83.86423225003576,2.667319995416161,0.1286074074074074,69.63793541951695,0.005717285155606838,54,71.52505436236567
9,HF,Cable1,Mouse9_Cable1_HF_2026-02-19_10-00-27_DIFF_Ch3_minus_Ch4.npy,2026-02-19,baseline,,,32.8,baseline,D,0.8992820681773603,-0.0461040663989124,0.0286374169314038,-1.5430661575593427,0.0134511909705058,-1.8712392614593245,0.0071896521596414,-2.143292120577142,0.0794377272571323,-1.0999731896612883,3.9488529522376834,0.14257478991596642,120.57113039097187,0.009383448001238855,119,99.09007558620257,2.2896710395327746,0.12895072463768115,91.12038305448988,0.004920912328827733,69,84.20588989650237,2.4224055925491674,0.12597260273972602,62.567823595854286,0.005085945623078114,73,66.2754661917301
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-03_12-57-35_DIFF_Ch3_minus_Ch4.npy,2026-03-03,diet,8.0,,36.33,interpolated,D,0.3488067153877197,-0.457415162421363,0.0408945248387113,-1.388334833594274,0.0187962031141797,-1.725929870581899,0.0104295201175363,-1.9817356738458127,0.1197522375543895,-0.9217163631038318,8.621106688247911,0.21595366795366797,137.16039666950707,0.031029326852450592,259,92.6651320111889,4.227338028600327,0.15552125984251963,104.17073479508974,0.010957348933135274,127,83.76734251122689,2.596317844337209,0.1472205128205128,81.33271070701569,0.006370520741472871,78,67.29931166056528
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-08_11-46-38_DIFF_Ch3_minus_Ch4.npy,2026-03-08,diet,13.0,,34.8,interpolated,B,0.5076829971629212,-0.2944073813304187,0.0217412935293352,-1.6627146205100558,0.0065011337155254,-2.1870109012859116,0.0028420638439046,-2.5463661703409675,0.0920573772120085,-1.0359414026614462,12.73503284507949,0.31776710182767626,247.92715336520612,0.06744624131435292,383,115.12375993506011,8.944448656204655,0.24099033457249072,210.2097573954569,0.03592542790375374,269,90.06318667914094,6.78315065377602,0.22627450980392155,155.2951635668158,0.02558090148515532,204,68.8364997344568
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-13_13-13-55_DIFF_Ch3_minus_Ch4.npy,2026-03-13,diet,18.0,,35.65,interpolated,A,0.4285172192457961,-0.368031721994739,0.0556030798844939,-1.2549011519468023,0.0137610665639309,-1.8613479044087309,0.0067940986846409,-2.167868149269972,0.1478907120306755,-0.8300591001105285,5.637479103963907,0.18464561403508772,196.80876805950712,0.01734892984602319,171,131.3460914496713,4.384705969749705,0.1832,145.79254159737349,0.013387968894302433,133,116.34102731637692,3.626448546409531,0.1525236363636364,101.46524882078573,0.009218651989733415,110,84.55560343304063
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-19_13-32-07_DIFF_Ch3_minus_Ch4.npy,2026-03-19,diet,24.0,,35.0,measured,A,0.5044516205247376,-0.2971804784788835,0.0582661632708404,-1.234583578531815,0.0178542264061353,-1.748258962319421,0.009215076566039,-2.035501051972837,0.2227913010226442,-0.6521017703727164,15.663665560996156,0.2638436974789916,167.9787515587657,0.06887932396145949,476,120.89433158826611,9.08229347654399,0.22267246376811595,112.39722962549094,0.03370627775145229,276,96.94004623990746,2.76417627546991,0.13798095238095237,65.96813188665817,0.006356727917302866,84,63.560519652568104
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-29_13-02-32_DIFF_Ch3_minus_Ch4.npy,2026-03-29,diet,34.0,,33.95,interpolated,A,0.5995547847074834,-0.2221711268118663,0.0659273052555499,-1.1809346754554848,0.0177319037350079,-1.75124463511398,0.0082071793006072,-2.0858060785282944,0.3091324917426676,-0.5098553454933241,10.689901144809227,0.5385888888888889,223.76586544016394,0.09595769966524773,216,133.14335340999926,11.630216523287817,0.2815217021276596,144.6688717238021,0.05456930586248696,235,116.24315303630203,5.245970006248973,0.14810566037735848,85.46652761579696,0.012949297534921994,106,73.97638314140104
9,HF,Cable1,Mouse9_Cable1_HF_2026-04-02_11-58-35_DIFF_Ch3_minus_Ch4.npy,2026-04-02,recovery,,3.0,34.0,measured,D,0.3437174704718458,-0.4637983929815084,0.0314230020739687,-1.5027523259199544,0.0122519978951009,-1.911793086477456,0.0071945737094505,-2.1429949336409275,0.1230470461704937,-0.9099288073756652,11.998908646981155,0.3070539419087137,150.81487325486466,0.06140520331096856,241,102.18986073603799,6.273288338255708,0.18623492063492061,107.57394337919831,0.01947175592991708,126,83.5614541645682,2.5391881369130247,0.12884705882352943,81.5622403426444,0.005452782054014008,51,60.10714177159403
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-05_10-50-49_DIFF_Ch3_minus_Ch4.npy,2026-03-05,diet,10.0,,37.4,measured,B,0.5810897930378381,-0.2357567529664503,0.0393364266644435,-1.405205094096364,0.0132105947815981,-1.879077628672305,0.0064369938446103,-2.1913169061658966,0.1228168452449448,-0.9107420623870752,9.388273791699307,0.2371731448763251,146.33126991189823,0.03711077366895509,283,109.22996924658372,6.004514333206977,0.18632044198895029,99.64985553146819,0.018646062741535182,181,93.55540338683312,2.5544066500383273,0.12915324675324677,57.22771228174565,0.005498498539675575,77,62.29790109867947
