mouse,group,cable,differential_file,recording_date,diet_phase,days_on_diet,days_in_recovery,body_weight,body_weight_source,estrous_phase,theta_delta,log_theta_delta,low_gamma_theta,log_low_gamma_theta,high_gamma_theta,log_high_gamma_theta,fast_gamma_theta,log_fast_gamma_theta,beta_theta,log_beta_theta,beta_episode_rate,beta_mean_duration_sec,beta_mean_amplitude,beta_fraction_of_time,beta_n_episodes,beta_threshold,low_gamma_episode_rate,low_gamma_mean_duration_sec,low_gamma_mean_amplitude,low_gamma_fraction_of_time,low_gamma_n_episodes,low_gamma_threshold,high_gamma_episode_rate,high_gamma_mean_duration_sec,high_gamma_mean_amplitude,high_gamma_fraction_of_time,high_gamma_n_episodes,high_gamma_threshold
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-10_12-49-22_DIFF_Ch3_minus_Ch4.npy,2026-03-10,diet,15.0,,39.13,interpolated,D,0.5800099477602398,-0.2365645577813198,0.0452838190377323,-1.3440569537925668,0.0144085995338214,-1.841378229060449,0.0072445625550925,-2.1399878331941977,0.1439537796146348,-0.8417769279082994,11.444311846251955,0.2707976878612717,158.92673372167917,0.05165155311880651,346,112.07262911371255,7.640566579434108,0.23947012987012986,107.40016186795921,0.030494791184307667,231,98.45400709786733,2.1168669310986274,0.132475,61.73753337738094,0.004673865778288178,64,64.550740493788
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-16_10-44-00_DIFF_Ch3_minus_Ch4.npy,2026-03-16,diet,21.0,,37.6,measured,D,0.581275250761565,-0.2356181678168812,0.0458338940449886,-1.3388132435536355,0.0154225497200068,-1.8118438209808985,0.0073939320849387,-2.1311245428448413,0.2235933163604912,-0.6505411824991226,13.294031795443873,0.3204875621890548,181.52830344258464,0.07100953069642649,402,123.90624164426669,7.0438526677351865,0.18497276995305167,107.90562044624386,0.021715348984869497,213,92.92457546860689,2.480229812582812,0.13197866666666666,63.69295507587184,0.005455623728193268,75,63.12497397486787
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-23_10-51-51_DIFF_Ch3_minus_Ch4.npy,2026-03-23,diet,28.0,,36.5,measured,A,0.7783315518032731,-0.1088353638769233,0.0332154931872431,-1.4786592947230155,0.0129583998489058,-1.8874486234419163,0.0068668919475765,-2.163239786294516,0.122319482945346,-0.9125043633908446,10.734077246558305,0.22221204819277113,205.74949368295736,0.03975402150695236,332,143.32012231198343,3.815123840644217,0.15286101694915252,150.37848097538514,0.009719728501130526,118,111.7283369988861,2.554193079753332,0.14677468354430379,107.61734901478573,0.0062481813498641,79,81.67267590550443
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-29_12-39-17_DIFF_Ch3_minus_Ch4.npy,2026-03-29,diet,34.0,,35.4,interpolated,B,0.6928687035597912,-0.1593490550300624,0.0682985501829126,-1.165588515267863,0.0221476294827886,-1.6546727505983527,0.0118686193476491,-1.92559979870099,0.386996461061231,-0.4122930064245163,16.189467483552086,0.26927951807228917,324.3145072059336,0.07265820003029837,332,239.4701890145726,8.679895217085155,0.24787865168539325,150.51735327686902,0.03585934538635937,178,139.3220077551089,2.974570832821317,0.14354098360655734,80.65761013179068,0.007116213719175806,61,76.14049974727695
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-31_11-21-55_DIFF_Ch3_minus_Ch4.npy,2026-03-31,recovery,,1.0,34.87,interpolated,D,0.7998053930563717,-0.0970156717619793,0.0366129358183939,-1.436365445698953,0.009760329810524,-2.010535506875251,0.0043896015504981,-2.3575748994101486,0.2877511908788244,-0.5409828703357662,16.226985624165366,0.2588471299093656,278.77290100193426,0.07000514426492899,331,214.3723351009004,7.647763617431411,0.16203589743589744,118.94322146606562,0.020653537352135067,156,113.14448201411551,2.3531580361327418,0.12928333333333333,63.825913917536376,0.005070401912856021,48,67.21055739397217
10,HF,Cable1,Mouse10_Cable1_HF_2026-04-02_12-22-42_DIFF_Ch3_minus_Ch4.npy,2026-04-02,recovery,,3.0,34.6,measured,A,0.7818554283825362,-0.1068735442038807,0.0451990819489756,-1.3448703861740836,0.0185451842615861,-1.7317688472427568,0.0124169274531054,-1.9059858562725096,0.2331444681012296,-0.6323748847413885,11.765941521276412,0.22484745762711866,281.1903702302954,0.044092367294139234,236,212.66132382953833,5.284702547691948,0.1577433962264151,142.98451526520913,0.013893782131988604,106,135.56149379315374,9.173445931842627,0.13984347826086957,94.69954825782683,0.02138077644578161,184,97.46151351253621
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-03_13-37-05_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,31.33,interpolated,D,0.3174389107983743,-0.4983398396817471,0.0744345205596475,-1.1282256046210182,0.0369427449201717,-1.4324708387443177,0.0217148751224954,-1.6632426638272912,0.1749081556440576,-0.7571899397001,3.1980910949597643,0.14730833333333335,89.47093164620014,0.007851757817444965,96,72.35670945072927,2.0654338321615144,0.12598709677419354,65.23691701415902,0.004336966868220436,62,66.98587989380526,1.7322993431032057,0.12743076923076924,46.98684059744772,0.003679137297159962,52,54.33474937465285
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-08_12-26-39_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,29.8,interpolated,B,0.4502725007717151,-0.3465245756392879,0.0701576111888658,-1.1539252067736552,0.0297763826063833,-1.5261280637870092,0.0156471476316072,-1.8055648198271772,0.25092301425086,-0.6004595040748723,5.648145769117977,0.186,111.23492237786456,0.017509251884265727,170,71.6934742459529,2.790848497681824,0.14455238095238096,101.74557810702245,0.006723729920288051,84,66.30301252918191,3.0898679795763053,0.13219784946236554,68.39170048211939,0.006807898367043534,93,51.702881480164464
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-13_13-50-04_DIFF_Ch2_minus_Ch3.npy,2026-03-13,diet,18.0,,29.73,interpolated,B,0.4650919569081762,-0.3324611709176388,0.0460059702856574,-1.3371858054082362,0.0146375775615543,-1.8345307906751187,0.0075147202771003,-2.1240871806622663,0.1211024837070619,-0.9168469497618988,4.005603872922383,0.21547107438016527,124.53439650452714,0.014384862833998948,121,72.19854649024946,2.946270617273488,0.19046292134831458,106.02634142262137,0.009352588480810178,89,67.65456453646675,3.2111039311857117,0.16143505154639176,65.46619999476502,0.008639745477529777,97,50.891026215390454
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-19_14-09-18_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,27.4,measured,D,0.1771011055514553,-0.7517787277235454,0.088069985145976,-1.0551720769055764,0.0448644889046767,-1.3480972753585134,0.0311702293354451,-1.5062600023830277,0.1931047056056919,-0.7142071431357467,2.871474109412843,0.13749213483146067,46.797088112273606,0.006580085090273984,89,38.36981778704161,2.290726536722605,0.13248450704225354,36.1565967061911,0.005058096266438382,71,36.83508707214338,2.71015533922111,0.1330952380952381,27.401215522842488,0.006011812835811907,84,30.33346499351648
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-26_11-43-11_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,26.8,measured,A,0.2090396603539649,-0.6797713089184971,0.1019214754378499,-0.9917342980201198,0.0497551181796897,-1.303162237875722,0.0361152199693996,-1.442309735609019,0.2337179067879013,-0.6313080119498874,2.746883004847311,0.15065060240963857,58.09126639820154,0.006896992990484092,83,42.96422957471175,2.4159332452271527,0.1321095890410959,48.30442618168124,0.005319465802961339,73,40.603271950955715,3.210212668315532,0.13096907216494846,33.4751349376629,0.0070073095770241435,97,33.8643723444987
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-29_13-48-59_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,26.65,interpolated,D,0.3801303454166398,-0.4200674597287647,0.1877215091382974,-0.7264859630478633,0.0698032970250093,-1.1561240638245227,0.0191457241082542,-1.717928203603461,0.3316521830921239,-0.4793171396237309,7.1387173387383305,0.22945753424657533,79.84198903671964,0.027300541303836197,146,55.90662470211351,3.6671493178450327,0.1778026666666667,62.799141392038266,0.010867148796294909,75,51.81177721090744,2.102498942231152,0.1607813953488372,52.62649638601453,0.005634045227522982,43,42.223250274351045
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-31_11-46-25_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,26.87,interpolated,A,0.3598838665402292,-0.4438376221706602,0.1414023273859002,-0.8495434422892227,0.0719428157783628,-1.1430125682818424,0.0529929479066219,-1.2757819207580028,0.2913553614891213,-0.5355769856613,3.5418894012239197,0.14064444444444446,145.79363432974424,0.008302451118646735,72,123.85225705887325,5.017676651733886,0.15944313725490195,121.26932004625016,0.013333901784718716,102,122.02360411033385,8.067636969454483,0.13874634146341466,92.04011713672458,0.01865591856277999,164,98.98255302637281
14,HF,Cable1,Mouse14_Cable1_HF_2026-04-02_12-46-08_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,27.4,measured,D,0.1778295635158671,-0.74999603749119,0.0850229595938763,-1.0704637815975706,0.0404928081832436,-1.3926221037898252,0.0236733378351504,-1.6257405041668735,0.191240724212201,-0.7184196203372235,2.3735740794084856,0.13792653061224489,43.40221794839356,0.005456313965399425,49,37.30254905526806,1.8891712060598151,0.12941538461538463,33.32758533496154,0.004074796970609017,39,35.230776643931776,1.743850344055214,0.1265111111111111,24.13903817054557,0.003676940743965309,36,27.982230672860606
17,HF,Cable1,Mouse17_Cable1_HF_2026-02-19_10-59-12_DIFF_Ch2_minus_Ch3.npy,2026-02-19,baseline,,,31.6,baseline,D,0.4916029444531518,-0.3083855245733652,0.0165170711008585,-1.7820669617074043,0.0060343370273749,-2.2193704374421612,0.0028185891843501,-2.549968218903624,0.0766171711077653,-1.1156738872650795,5.428695889062461,0.23534545454545455,156.62633411626956,0.02129364836000742,165,99.34742661162625,4.145549588011334,0.19645079365079368,142.097087204173,0.013573275111392454,126,89.83381177608302,3.8823400903598206,0.1778915254237288,101.05978402308901,0.01151059001479676,118,70.62000377066457
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-05_11-29-30_DIFF_Ch2_minus_Ch3.npy,2026-03-05,diet,10.0,,37.2,measured,B,0.4217605772463455,-0.3749340170207111,0.1037179393764833,-0.984146120193396,0.0492566708868628,-1.307534944188414,0.0252280571885208,-1.5981161931920014,0.1978163392286313,-0.7037378394134302,4.373697554837994,0.17138181818181816,127.79481053594056,0.012492870652091799,132,91.91317560358127,5.665926377858311,0.14428070175438598,113.4420621075442,0.013624730564768055,171,94.29101562819635,6.626814477027264,0.14466800000000002,81.80444923549585,0.015978133279376337,200,76.40648561505341
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-10_13-26-40_DIFF_Ch2_minus_Ch3.npy,2026-03-10,diet,15.0,,36.73,interpolated,B,0.3242686115487334,-0.4890950879934599,0.1103128083461804,-0.9573740589911656,0.0527827085887553,-1.2775083273602352,0.0273577059985319,-1.562920321935388,0.2347378751879348,-0.6294168309040926,5.490906925819832,0.164544578313253,114.0660137788825,0.015058316077772412,166,83.77912462975094,4.895507379646597,0.1366,100.629378525707,0.011145438467662087,148,83.44621329895675,4.068563565517104,0.1423869918699187,72.00170910525937,0.009655175455425524,123,68.15173956652507
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-16_11-21-18_DIFF_Ch2_minus_Ch3.npy,2026-03-16,diet,21.0,,37.0,measured,B,0.3179010197771877,-0.4977080789336226,0.0914515729194857,-1.038808820484136,0.040123329514374,-1.396603035528917,0.0215298898967022,-1.6669581911415357,0.2177677997162408,-0.6620063368823788,7.495588879110965,0.21657699115044246,114.64039747031882,0.027056201438976177,226,84.0067856342259,4.610118823877983,0.14113381294964025,90.57538192741933,0.010844060796080184,139,79.17161990443387,2.752804765337213,0.13533493975903618,66.78432671263216,0.006209177784754989,83,60.37513887550949
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-23_11-29-16_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,37.0,measured,B,0.7422195486136589,-0.129467611367946,0.0279404168741349,-1.5537671184514057,0.0089714440574854,-2.0471376466190545,0.0038701300982836,-2.4122744354934853,0.1354448400837518,-0.8682375352291024,13.69282644397079,0.2629588516746411,194.44094836606357,0.060010831964778646,418,105.09683652268802,6.092980187987002,0.19956129032258066,201.1365207948916,0.020265383137076768,186,90.02870026438273,4.4878402459904265,0.18163503649635038,157.96822917996508,0.01358581711450435,137,64.56704997833174
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-29_13-25-51_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,36.38,interpolated,A,0.5148301768368461,-0.2883360047948035,0.1299361245419489,-0.8862700905885504,0.0475701720955501,-1.3226652774215406,0.0214349779026431,-1.6688769598680715,0.6721752372360642,-0.1725174908695538,8.78238050535199,0.5256314606741573,236.34670625549037,0.07693825822040683,178,132.8399991231631,8.634362856385382,0.3882514285714285,162.35462499503583,0.05587172856326176,175,110.62329141069657,8.239649125807764,0.21874011976047902,102.35252591629873,0.03003903060939195,167,75.61433541747266
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-31_12-09-43_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,35.77,interpolated,C,0.6183910145453126,-0.2087368295065154,0.0377752718187153,-1.4227924019341802,0.0111048828891504,-1.954486017112257,0.0047156191010376,-2.326461281820853,0.1831606821814362,-0.7371677476127739,15.68176598237337,0.3227224615384615,267.1907240221098,0.08434763531836076,325,113.98883210146808,10.470594517461604,0.273341935483871,255.5710782126881,0.04770087618449606,217,91.92419127498131,7.768505609729577,0.2501614906832298,191.82248079335236,0.03238968239518308,161,64.92418149083146
17,HF,Cable1,Mouse17_Cable1_HF_2026-04-02_13-13-00_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,35.1,measured,D,0.4458168941865822,-0.3508434779980225,0.0361960845892987,-1.441338405522881,0.0095021314106864,-2.0221789677558637,0.0039040110694357,-2.4084889596047216,0.1837045505807918,-0.7358800855687176,21.420889160731882,0.3375257540603248,346.8896182931265,0.12050169611031111,431,210.9755281743624,17.246052294139126,0.2179919308357349,213.71152386623177,0.06265833731489072,347,138.79668162774215,8.349673733185513,0.19226190476190474,174.36850656272196,0.026755402934711514,168,83.23809865490702
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-03_14-13-44_DIFF_Ch2_minus_Ch3.npy,2026-03-03,diet,8.0,,33.03,interpolated,A,3.1634420363752223,0.5001598813072539,0.0105630391488046,-1.9762111106221252,0.0042076432629233,-2.3759610881298343,0.0011005916251759,-2.958373796225674,0.0490270873442647,-1.3095639070370682,5.911745239668977,0.15905698324022347,224.81180821044563,0.01567173939177499,179,191.99669128623782,2.642120777505688,0.13056,122.5728893059146,0.0057492548118523775,80,125.18615257368972,2.873306345537436,0.13846436781609195,86.73604622000197,0.006630842444613442,87,90.38250991547253
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-08_13-00-59_DIFF_Ch2_minus_Ch3.npy,2026-03-08,diet,13.0,,33.03,interpolated,B,3.7870729941502894,0.5783036760347869,0.0244539301983813,-1.6116513317837062,0.0077046428716262,-2.1132474870528424,0.0010949508145013,-2.96060538901604,0.0901771652219945,-1.0449034211451684,9.645660707938644,0.23738082191780824,564.9112470518962,0.038161581113179716,292,431.78625098598565,9.084098269462764,0.22089018181818182,345.6037005455371,0.03344313530659768,275,327.548516769225,3.3693746308552797,0.13613333333333333,216.36882010637808,0.007644736662451645,102,208.27619136598517
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-19_14-50-19_DIFF_Ch2_minus_Ch3.npy,2026-03-19,diet,24.0,,33.3,measured,A,0.2100497012071145,-0.677677931903631,0.0475074129262612,-1.3232386189691476,0.0130702800985855,-1.883715105306477,0.0058844411837587,-2.2302947736588097,0.2280943658299659,-0.6418854421200022,9.961416334692998,0.36120664451827245,144.97386007919232,0.05996882948173277,301,99.26973358559577,6.122465189097025,0.2984172972972973,113.95631853676964,0.030450825242118677,185,85.94215474920014,4.103706397016385,0.17753548387096774,67.39460531529541,0.012142558347644826,124,54.77648250572928
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-26_12-24-10_DIFF_Ch2_minus_Ch3.npy,2026-03-26,diet,31.0,,33.2,measured,C,1.2799087092918426,0.1071789942848214,0.0392671435757484,-1.4059706896236344,0.0085004116525217,-2.070560042039862,0.0042607572537534,-2.37051320796299,0.1641145878572174,-0.7848528135580493,11.52587819788092,0.5375291666666667,181.85141943665357,0.10325826171347387,384,94.29214550680521,12.636444586739238,0.22670783847981,125.82286427235111,0.0477463506388258,421,82.9498545615923,8.044102492271058,0.1704268656716418,83.02091489121958,0.022848852914986645,268,54.36483429381986
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-31_12-34-40_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,32.43,interpolated,D,0.4990718263301981,-0.3018369462923393,0.3560747497597009,-0.4484588222505862,0.0508365867753619,-1.2938236161508347,0.0213343023068719,-1.6709215552527634,0.9484924284583388,-0.0229661316091484,8.265979141064427,0.6771976878612718,359.95126547301095,0.0932950327039722,173,210.90214686069007,13.139562218455016,0.35664290909090907,310.06998789732705,0.07810219489617994,275,261.2549914011821,7.023693258592317,0.18370612244897958,136.37330733576215,0.021504924230117215,147,96.6117922595547
21,HF,Cable1,Mouse21_Cable1_HF_2026-04-02_13-36-07_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,31.5,measured,A,0.2901504353524983,-0.5373767734673782,0.0797059073836639,-1.0985094897826446,0.0173957222154958,-1.759557536005583,0.007312793720784,-2.1359166769775992,0.3297856008344917,-0.4817683105309257,15.379893286693118,0.3099277419354839,553.5456441692985,0.07944425995922509,310,365.1538204664448,13.048103014194483,0.2594403041825095,378.17920956383443,0.0564200635834556,263,292.6047358992834,6.1023447556879145,0.18739512195121952,237.25102876789876,0.019059160661342025,123,157.8293546201802
22,HF,Cable1,Mouse22_Cable1_HF_2026-02-19_12-28-09_DIFF_Ch1_minus_Ch4.npy,2026-02-19,baseline,,,31.0,baseline,B,2.494527911938804,0.3969883677392948,0.0131315276445395,-1.88168474771086,0.005184336909051,-2.285306783181563,0.0014276959925978,-2.8453642595017365,0.059192153671853,-1.2277358581902396,7.21598221981981,0.17263636363636364,249.28036555966543,0.020762348841572454,220,198.23808812166152,3.4439915140049093,0.1468342857142857,142.2678602280617,0.008428267232749538,105,132.25580839060575,4.919987877149871,0.149024,98.59508009530519,0.012219937890073038,150,95.44937114914819
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-05_12-08-47_DIFF_Ch1_minus_Ch4.npy,2026-03-05,diet,10.0,,32.0,measured,D,1.1066798807991034,0.0440220146384749,0.0358389232790964,-1.4456450464700477,0.0100157306265746,-1.9993173643418505,0.0028654396416828,-2.542808735194419,0.2282074782286131,-0.6416701281026991,9.011943300682002,0.4538139194139194,427.2323738738509,0.06816242184697523,273,291.0378240643649,8.61581392482785,0.3222436781609196,250.37225707157043,0.04627319282477657,261,206.96231655046378,6.272048451024104,0.20752421052631578,160.266826862056,0.02169336505302632,190,126.5114106101739
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-10_14-11-08_DIFF_Ch1_minus_Ch4.npy,2026-03-10,diet,15.0,,29.77,interpolated,D,1.2604109330723765,0.1005121616809606,0.0220942537803944,-1.6557206618785465,0.0083416053359238,-2.0787503616593472,0.0029028226719502,-2.5371794936019145,0.0741648677087168,-1.1298017736092667,6.1834500817374805,0.16844166666666668,268.7301111096296,0.017359177291966624,192,215.8280106166872,2.5442320648815673,0.16672405063291137,233.39103292869632,0.007069744593453186,79,145.9935071621536,3.1883414483958883,0.1468040404040404,188.40349946387337,0.007801023446869779,99,117.23826479587106
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-27_10-00-03_DIFF_Ch1_minus_Ch4.npy,2026-03-27,diet,32.0,,29.38,interpolated,B,3.537034975879046,0.5486393543457572,0.0077373235326404,-2.111409242937826,0.0035176874470109,-2.453742751026557,0.0005276754649475,-3.277633098518769,0.0440996306205849,-1.3555650481764592,6.8752614536045735,0.16102910798122066,335.6436524254076,0.018451953650193583,213,283.63671999829336,3.711995620490732,0.13469913043478263,166.002583690237,0.008333376370963716,115,164.45816918841922,3.0664311647532134,0.13478736842105263,134.63789424840564,0.006888603119023149,95,127.69895395580016
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-29_14-23-37_DIFF_Ch1_minus_Ch4.npy,2026-03-29,diet,34.0,,29.72,interpolated,D,4.310128682691327,0.6344902365988954,0.0070368608882205,-2.15262103446008,0.0029633169511754,-2.528221894660725,0.0004751291464147,-3.3231883273184866,0.0499071359020745,-1.3018373529472549,5.032927398149185,0.14688932038834954,357.42527035536864,0.012321388084633967,103,308.8913029327591,3.322709350234413,0.13355294117647057,156.09513733995306,0.007395960106639425,68,158.53297456595962,2.980665740651459,0.1281311475409836,118.56298569391669,0.006365268696429455,61,117.1690339599259
22,HF,Cable1,Mouse22_Cable1_HF_2026-03-31_12-58-34_DIFF_Ch1_minus_Ch4.npy,2026-03-31,recovery,,1.0,29.9,interpolated,D,3.679605652241915,0.5658012773060739,0.0069076799135739,-2.1606677948725697,0.0027404202547057,-2.5621828312291317,0.0005225214270913,-3.281895895692032,0.0446697900109657,-1.3499860891062496,5.382096500107935,0.15885245901639347,297.9348421931982,0.014249321061761175,122,256.6670806738628,3.3086658812138947,0.13687466666666667,136.26752340826374,0.00754787566004208,75,140.52109191673418,2.8233948853025232,0.1334625,99.2464093805464,0.006280288997994802,64,101.13053346508582
22,HF,Cable1,Mouse22_Cable1_HF_2026-04-02_13-59-00_DIFF_Ch1_minus_Ch4.npy,2026-04-02,recovery,,3.0,29.9,measured,D,4.397536748432232,0.6432094773676235,0.007456555445669,-2.127461748453939,0.0034587999898415,-2.461074550971936,0.0005067804910343,-3.295180112019115,0.0486962959698319,-1.3125040716609502,4.341245155602867,0.15896091954022987,377.32999026617415,0.011501472031403337,87,327.12508659536877,3.243459024300993,0.12748307692307692,171.7291783617013,0.006891435604863525,65,173.20238419594045,2.8442640674639477,0.13665964912280704,135.60226577516625,0.006478268824537183,57,135.5265280571819
23,HF,Cable1,Mouse23_Cable1_HF_2026-03-29_15-33-15_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,27.2,interpolated,C,0.4745834190615918,-0.3236874391819921,0.064449492102827,-1.190780500774639,0.0272010480666505,-1.5654143621130825,0.015001133685601,-1.8238759186245932,0.3271474944283027,-0.4852564015466642,8.326892446441,0.1720461538461539,128.75192575397966,0.023876830315012747,52,104.08101332662875,3.2026509409388466,0.14011999999999997,64.94498991955885,0.007479257497405853,20,65.50563826415146,2.08172311161025,0.12541538461538462,40.89958349773509,0.004351335078422246,13,48.7731097316493
23,HF,Cable1,Mouse23_Cable1_HF_2026-04-02_14-21-56_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,26.9,measured,B,0.4517795393627397,-0.345073441727017,0.1010938040167144,-0.995275461261724,0.0330229280107279,-1.481184422214178,0.0173525115248358,-1.7606376584846886,0.585539416718612,-0.2324438642343272,13.977362884288734,0.1895390476190476,207.5021909216804,0.044154267488565185,105,161.0560717975219,6.256533862491148,0.16214468085106384,106.60465207988953,0.016907728106125012,47,92.62490640793175,2.129883868082093,0.12815,70.11253719713719,0.00454907696157867,16,59.22526100927428
25,HF,Cable1,Mouse25_Cable1_HF_2026-02-21_13-15-00_DIFF_Ch2_minus_Ch3.npy,2026-02-21,baseline,,,32.2,baseline,B,0.5461165024487641,-0.2627146998348088,0.0268267420594093,-1.5714320664832284,0.0107279332217733,-1.969483938503363,0.0052223249832149,-2.282136105698561,0.1082765106970129,-0.9654657481864408,8.2260692571754,0.2434153846153846,251.58621633610917,0.03337253020180235,208,132.04509775748065,7.03961696046741,0.20646741573033706,199.450044811131,0.02422419202598594,178,106.51942965463053,6.16955194288155,0.1742051282051282,143.04084241298506,0.017912793119631305,156,82.82513166402006
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-23_12-06-54_DIFF_Ch2_minus_Ch3.npy,2026-03-23,diet,28.0,,33.1,measured,B,0.4609337366868915,-0.3363615038070284,0.042303859630647,-1.3736200075700091,0.0184744496447285,-1.7334284904063488,0.0088343286274676,-2.053826449492251,0.1355459180153619,-0.8679135567267791,4.2048506097143745,0.18983307086614176,120.79892154057953,0.013303661729590802,127,77.85111791495454,2.6818338534398767,0.17799506172839508,102.79354087989675,0.007955886371472175,81,71.09161796402412,2.6156157336018553,0.16440506329113927,78.74153919873203,0.00716700783713521,79,54.16892010692564
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-29_15-09-30_DIFF_Ch2_minus_Ch3.npy,2026-03-29,diet,34.0,,32.1,interpolated,D,0.2446924779392953,-0.6113793810350847,0.0979945091694902,-1.0087982580238135,0.0436934872716638,-1.359583291925794,0.0234395346133101,-1.6300510153876429,0.2582264469036305,-0.5879992804424895,5.568338427700097,0.18594285714285716,101.46860721051493,0.01725654594641535,112,79.15894239676652,2.485865369508972,0.13289600000000001,71.99040330004246,0.005506026069104406,50,69.98388711558925,2.0881269103875364,0.12982857142857146,49.39769177121562,0.004518308895619508,42,53.8990000135049
25,HF,Cable1,Mouse25_Cable1_HF_2026-03-31_13-36-44_DIFF_Ch2_minus_Ch3.npy,2026-03-31,recovery,,1.0,31.47,interpolated,A,0.6824389395349676,-0.1659362005646201,0.0592215979549227,-1.2275198783779513,0.0117971302186021,-1.928223626745131,0.0039234050001829,-2.406336858766695,0.2605626104024863,-0.5840879035155024,10.528996857345128,0.3982514285714286,304.27626174498954,0.06988646733102966,210,92.96454965500146,8.673887887241461,0.2852115606936416,273.7887380258457,0.041231551693363525,173,77.37949747842107,6.5179504354993645,0.22899692307692307,227.32599916219797,0.024876509908287422,130,57.98914833030533
25,HF,Cable1,Mouse25_Cable1_HF_2026-04-02_14-33-12_DIFF_Ch2_minus_Ch3.npy,2026-04-02,recovery,,3.0,30.4,measured,B,0.9343143174981532,-0.0295069959422462,0.0645415152648861,-1.1901608427211794,0.0129702821655189,-1.8870505758361276,0.0041693862036326,-2.3799278750012607,0.258710986189999,-0.5871851285297394,7.820378123531618,0.2676,226.4438883507733,0.03487888643095101,158,80.1675778756803,4.207165446203718,0.22196705882352938,263.8933100257892,0.01556420233463035,85,70.17279476788923,3.3657323569629747,0.18428235294117645,193.8450674284745,0.010337417968523143,68,54.71202515495659
