tier,outcome,effect,coef,se,ci_low,ci_high,p_value,p_fdr,n_obs,n_groups,group_var,residual_var,converged
exploratory,low_gamma_mean_duration_sec,group[T.HF]:days_on_diet,0.004122442945897744,0.001269676742834242,0.0016339222579345057,0.006610963633860983,0.0011669212832081089,,89,19,0.00031197165026737795,0.002744569767346572,True
exploratory,low_gamma_mean_duration_sec,body_weight,0.0031437583600788695,0.002525090104538162,-0.0018053273025344088,0.008092844022692149,0.21312866703478994,,89,19,0.00031197165026737795,0.002744569767346572,True
exploratory,low_gamma_mean_amplitude,Intercept,35.120953644321446,106.26107332561192,-173.14692303244775,243.38883032109064,0.7410103273264927,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,group[T.HF],-59.25353228865751,36.62986604262008,-131.0467504907196,12.539685913404568,0.10574258302747996,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,C(estrous_phase)[T.B],14.972406508307076,16.557454290739795,-17.479607577211105,47.42442059382525,0.3658523362201559,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,C(estrous_phase)[T.C],-31.207094709453127,19.421528819173773,-69.27259171974045,6.8584023008341894,0.10809167034781902,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,C(estrous_phase)[T.D],-5.607023737558723,16.384621964346103,-37.720292687981,26.50624521286355,0.7321909194678817,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,days_on_diet,-1.4816545962492,0.8262422229454585,-3.1010595957286125,0.13775040323021237,0.07293378439275869,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,group[T.HF]:days_on_diet,1.1431355831092578,1.1297541079252895,-1.0711417798104867,3.3574129460290023,0.31161236572695183,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_mean_amplitude,body_weight,5.090364458426429,3.2536165161591293,-1.2866067327501467,11.467335649603005,0.11769432095143306,,89,19,1320.5405341361386,2103.372202995104,True
exploratory,low_gamma_fraction_of_time,Intercept,-0.0122451355884825,0.02328899872249472,-0.05789073432057147,0.03340046314360648,0.5990337369108412,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,group[T.HF],-0.01855247230786145,0.008299014991212043,-0.03481824279779505,-0.002286701817927849,0.02538434965173883,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,C(estrous_phase)[T.B],-0.0023530972547521583,0.004007759568869487,-0.010208161668432128,0.00550196715892781,0.5571128182283555,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,C(estrous_phase)[T.C],0.0014864030532170957,0.0048324952932492045,-0.007985113677010672,0.010957919783444865,0.758398137300192,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,C(estrous_phase)[T.D],-0.0013200901164476205,0.0040055454314062424,-0.009170814900442808,0.006530634667547568,0.741728193767573,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,days_on_diet,-0.00020694258726472936,0.00019821878831957615,-0.0005954442734302673,0.00018155909890080863,0.29648031940042174,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,group[T.HF]:days_on_diet,0.0006744659239097475,0.0002727327435471081,0.00013991956915261681,0.0012090122786668782,0.013398709970320303,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,low_gamma_fraction_of_time,body_weight,0.001135903116669278,0.0007005624422048072,-0.00023717403897356736,0.0025089802723121234,0.10492846266428678,,89,19,4.6417508349935944e-05,0.0001230554603334397,True
exploratory,high_gamma_episode_rate,Intercept,1.5375915300185372,2.522795993545309,-3.406997757672211,6.482180817709286,0.542206895988258,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,group[T.HF],-1.4044725427461537,0.8901854676485753,-3.1492039988983067,0.34025891340599923,0.11462759312814083,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,C(estrous_phase)[T.B],-0.34332377755907295,0.4174336918532825,-1.1614787795250976,0.4748312244069517,0.41081342135570076,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,C(estrous_phase)[T.C],-0.6219530963131334,0.5010623566200088,-1.6040172692971153,0.3601110766708484,0.2145064471126399,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,C(estrous_phase)[T.D],-0.45319195539288853,0.4248579803851058,-1.2858982954921205,0.3795143847063435,0.28611163555265606,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,days_on_diet,-0.025368415704890998,0.02067410562500015,-0.06588891814246824,0.01515208673268624,0.21979917420949713,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,group[T.HF]:days_on_diet,0.05390720815846224,0.028634432629210078,-0.0022152485125280785,0.11002966482945256,0.05975447660501872,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_episode_rate,body_weight,0.09163689078898181,0.0764787320718032,-0.0582586696550408,0.24153245123300443,0.23083878870152352,,89,19,0.6069048968774565,1.3434276887284322,True
exploratory,high_gamma_mean_duration_sec,Intercept,0.15530319685437377,0.037918520606753194,0.08098426211809763,0.22962213159064992,4.208797342591622e-05,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,group[T.HF],-0.02972805931054187,0.015297190222893445,-0.05971000121207126,0.0002538825909875232,0.05197179490441823,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,C(estrous_phase)[T.B],-0.004515118334035576,0.008073416209697627,-0.020338723337244798,0.011308486669173647,0.5759860155508345,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,C(estrous_phase)[T.C],-0.009126532907838587,0.009581271947151885,-0.02790548085034024,0.009652415034663063,0.3408238179957327,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,C(estrous_phase)[T.D],-0.001343939670815219,0.008060087202593866,-0.01714142030015139,0.014453540958520954,0.8675745593086759,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,days_on_diet,-0.0010540798218540346,0.0003980529953885419,-0.001834249356753865,-0.00027391028695420414,0.008094817318617222,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,group[T.HF]:days_on_diet,0.0014021536501275587,0.0005544044606017323,0.000315540874479808,0.0024887664257753094,0.011434995754399383,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_duration_sec,body_weight,0.0005149162369124371,0.0011215846220037056,-0.0016833492278287964,0.0027131817016536703,0.6461644457975353,,89,19,6.141377316294165e-05,0.0005221579386773653,True
exploratory,high_gamma_mean_amplitude,Intercept,43.93501082861052,79.2347488523397,-111.36224324605166,199.23226490327272,0.5792423823596374,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,group[T.HF],-48.97468911641793,28.620055889900982,-105.0689678961473,7.119589663311444,0.08704387967086367,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,C(estrous_phase)[T.B],14.936829784455792,13.557369715661983,-11.635126583335726,41.50878615224731,0.2705704468481199,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,C(estrous_phase)[T.C],-19.574563787677125,15.90338412032112,-50.74462389581273,11.59549632045848,0.21838171267410966,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,C(estrous_phase)[T.D],6.168222828759486,13.405177031426119,-20.105441359219263,32.441887016738235,0.6454176261061193,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,days_on_diet,-1.1095821922521458,0.6753137141111681,-2.4331727501760136,0.2140083656717222,0.1003701396044669,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,group[T.HF]:days_on_diet,0.8820429341890197,0.9301505885277278,-0.941018719524062,2.7051045879021016,0.3429870752486557,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_mean_amplitude,body_weight,2.9783183967695344,2.415682704523316,-1.756332702172478,7.712969495711547,0.2176094934086037,,89,19,623.7273899052051,1437.9158200082704,True
exploratory,high_gamma_fraction_of_time,Intercept,0.004736316579945779,0.008602199578049884,-0.012123684780857642,0.0215963179407492,0.5819122535623569,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,group[T.HF],-0.005299344191463588,0.0032534333366772868,-0.011675956357453048,0.0010772679745258704,0.10334547331369306,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,C(estrous_phase)[T.B],-0.0013582644511579637,0.001627877138097354,-0.0045488450130849135,0.0018323161107689863,0.40406815565858123,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,C(estrous_phase)[T.C],-0.0022697030452135335,0.00195076360898205,-0.006093129461169728,0.0015537233707426613,0.24462886277688545,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,C(estrous_phase)[T.D],-0.0013551537804748566,0.001659660044570444,-0.004608027694413068,0.0018977201334633544,0.41419997831976596,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,days_on_diet,-0.00013416711130961556,8.040341694117608e-05,-0.0002917549127482783,2.3420690129047188e-05,0.09518195537160692,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,group[T.HF]:days_on_diet,0.0002255939717706004,0.00011210679731219417,5.868686616568091e-06,0.00044531925692463273,0.04418694713168029,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
exploratory,high_gamma_fraction_of_time,body_weight,0.00026234611146028355,0.00025784217669800257,-0.00024301526856321422,0.0007677074914837813,0.3089309442594188,,89,19,5.047616544072823e-06,2.0932220541264286e-05,True
